name,platform,dependents_count,dependent_repos_count,stars,forks,contributions_count,rank,gap,reverse_gap,hidden_score,critical_fragile,staleness_years,release_count,releases_per_year,first_release_year,last_release_year,license,domain,repo_host,repo_org,status,deprecation_reason,cluster,keywords_text
node-fetch,npm,57957,25017,8843,1051,115,28,0.36486080234972373,-0.36486080234972373,-0.26629391720998363,1.7816344401414412,2.3764544832306638,96,10.666666666666666,2015,2023,MIT,web,github.com,node-fetch,,,7,fetch http promise fetch-api hacktoberfest http-client node-fetch spec-compliant stream whatwg whatwg-fetch
@types/express,npm,58402,16841,50793,30543,1814,32,0.5400414931693573,-0.5400414931693573,-0.6052150830744338,-0.8432452506651842,0.10130047912388775,57,5.7,2016,2025,MIT,web,github.com,definitelytyped,,,7,definition dts hacktoberfest types typescript typescript-definitions typings
npm-run-all,npm,66223,31153,5815,243,23,28,0.32750159349004004,-0.32750159349004004,-0.15932392893282588,4.305657636340875,7.121149897330596,58,14.5,2015,2018,MIT,devtools,github.com,mysticatea,,,7,cli command commandline tool npm npm-scripts run sequential serial parallel task cli-command cli-commands javascript multi-platform npm-module npm-package series
babel-preset-react,npm,56260,28502,43833,5787,807,31,0.2953168743677903,-0.2953168743677903,-0.8378039777614155,2.2751939701711033,8.229979466119097,37,12.333333333333334,2015,2017,MIT,devtools,github.com,babel,,,7,ast babel compiler es2015 es6 flavortown javascript
@storybook/addon-links,npm,55946,13861,88981,9820,1122,31,0.6059509091615727,-0.6059509091615727,-0.5691601866048899,-0.7405796941519263,0.0027378507871321013,2888,288.8,2017,2026,MIT,web,github.com,storybookjs,,,7,storybook storybook-addon organize links navigation component components angular design-systems documentation html javascript react react-native stories styleguide svelte testing typescript ui vite vue web-components webpack workshop
eslint-config-standard,npm,55856,29384,2643,562,40,28,0.27895191160219657,-0.27895191160219657,-0.07879648471237666,2.638938155992779,2.6119096509240247,83,9.222222222222221,2015,2023,MIT,devtools,github.com,standard,,,7,javascript standard style check checker code code checker code linter code standards code style enforce eslint eslintconfig hint jscs jshint lint policy quality simple standard standard style style style checker style linter verify development ecmascript es6 javascript linter nodejs static-code-analysis style-guide
semver,npm,57916,22666,5337,544,98,30,0.40741201344871225,-0.40741201344871225,-0.05344009193238919,1.317834034063234,0.2518822724161533,112,7.466666666666667,2011,2025,ISC,devtools,github.com,npm,,,7,npm-cli
karma,npm,54956,24616,11973,1714,376,29,0.3487878917204901,-0.3487878917204901,-0.3924308851747077,0.7893713132757373,1.4428473648186173,226,18.833333333333332,2013,2024,MIT,testing,github.com,karma-runner,,,7,karma spectacular runner js javascript testing test remote execution bdd browser jasmine mocha qunit tdd test-runner
coveralls,npm,55085,38169,1068,260,82,29,0.15931907782633647,-0.15931907782633647,-0.008680538379707392,3.167851243805319,4.528405201916495,71,7.888888888888889,2013,2021,BSD-2-Clause,testing,github.com,nickmerwin,,,7,coverage coveralls javascript mocha test-coverage
react-scripts,npm,60865,17776,103945,27156,765,30,0.5345162892500719,-0.5345162892500719,-0.7432837931576659,-0.2840761981733756,0.8952772073921971,136,13.6,2016,2025,MIT,multi,github.com,facebook,,,7,build-tools react zero-configuration
jsdom,npm,53430,25974,21397,1759,329,31,0.3132377461666396,-0.3132377461666396,-0.601272476102992,0.2232992520690118,0.03559206023271732,277,18.466666666666665,2011,2025,MIT,web,github.com,jsdom,,,7,dom html whatwg w3c dom-apis javascript jsdom nodejs
@commitlint/cli,npm,53090,27365,18222,951,277,28,0.2878095829838907,-0.2878095829838907,-0.5865009100510701,0.34738478821303465,0.019164955509924708,150,15.0,2017,2026,MIT,devtools,github.com,conventional-changelog,,,7,conventional-changelog commitlint cli commit conventions git lint
pick-redvelvet-member,npm,52659,2,0,0,1,17,4.2443596000503865,-4.2443596000503865,8.184315666975493,5.919886501567925,1.3661875427789185,3,3.0,2024,2024,Unknown,security,,,,,4,
postcss-loader,npm,57701,15852,2850,209,92,29,0.5610794068059439,-0.5610794068059439,0.36412253033144004,1.5632302347870641,0.35044490075290896,87,7.25,2014,2025,MIT,web,github.com,webpack-contrib,,,7,css postcss postcss-runner webpack webpack-loader
@babel/plugin-transform-runtime,npm,52377,20217,43833,5787,807,31,0.41341071910986305,-0.41341071910986305,-0.672424061394516,-0.3764217677083225,0.2080766598220397,158,17.555555555555557,2017,2025,MIT,devtools,github.com,babel,,,7,babel-plugin ast babel compiler es2015 es6 flavortown javascript
yargs,npm,54296,27661,11374,1008,308,28,0.29289225776902583,-0.29289225776902583,-0.44978841167970507,0.6343567649502175,0.6160164271047228,261,20.076923076923077,2013,2025,MIT,devtools,github.com,yargs,,,7,argument args option parser parsing cli command
@types/chai,npm,52914,25819,50793,30543,1814,31,0.31162256253217535,-0.31162256253217535,-0.9652724634955949,-0.8872229303508699,0.216290212183436,97,9.7,2016,2025,MIT,multi,github.com,definitelytyped,,,7,definition dts hacktoberfest types typescript typescript-definitions typings
eslint-config-airbnb,npm,51465,26134,147197,26768,511,30,0.29429791123365945,-0.29429791123365945,-1.2138311899007073,0.7012297596172932,4.035592060232717,61,8.714285714285714,2015,2021,MIT,devtools,github.com,airbnb,,,7,eslint eslintconfig config airbnb javascript styleguide es2015 es2016 es2017 es2018 arrow-functions es6 linting naming-conventions style-guide style-linter tc39
eslint-plugin-standard,npm,51425,26518,125,18,13,22,0.2876256021737573,-0.2876256021737573,0.8092199501550745,4.777208122119271,5.125256673511293,22,3.6666666666666665,2015,2020,MIT,devtools,github.com,standard,Deprecated,standard 16.0.0 and eslint-config-standard 16.0.0 no longer require the eslint-plugin-standard package. You can remove it from your dependencies with 'npm rm eslint-plugin-standard'. More info here: https://github.com/standard/standard/issues/1316,7,eslint eslintplugin
typedoc,npm,51384,24508,8287,751,274,27,0.32151076904624976,-0.32151076904624976,-0.3259348372054024,0.570275807583865,0.10951403148528405,345,28.75,2014,2025,Apache-2.0,multi,github.com,typestrong,,,7,typescript documentation generator
url-loader,npm,49735,16578,1405,158,39,27,0.47711252281287475,-0.47711252281287475,0.4050180017435876,3.612032517165743,5.245722108145106,32,3.5555555555555554,2012,2020,MIT,multi,github.com,webpack-contrib,,,7,webpack webpack-loader
@babel/plugin-proposal-class-properties,npm,49541,21367,43833,5787,807,25,0.3652096599662391,-0.3652096599662391,-0.7543099560359572,0.4034329876343972,2.7624914442162902,65,9.285714285714286,2017,2023,MIT,devtools,github.com,babel,Deprecated,This proposal has been merged to the ECMAScript standard and thus this plugin is no longer maintained. Please use @babel/plugin-transform-class-properties instead.,7,babel-plugin ast babel compiler es2015 es6 flavortown javascript
ora,npm,50194,17263,9483,282,54,30,0.46351903122933624,-0.46351903122933624,-0.13862170958735753,1.3505656113937965,0.31211498973305957,52,5.2,2016,2025,MIT,multi,github.com,sindresorhus,,,7,cli spinner spinners terminal term console ascii unicode loading indicator progress busy wait idle
semantic-release,npm,49392,30899,22869,1774,260,28,0.2037069254343864,-0.2037069254343864,-0.79705648002219,0.29354683667529335,0.16700889801505817,458,41.63636363636363,2015,2025,MIT,security,github.com,semantic-release,,,7,author automation changelog module package publish release semver version release-automation release-workflow semantic-release semantic-version semver-release
istanbul,npm,48862,35561,8688,783,91,24,0.1379939498417908,-0.1379939498417908,-0.6237098986301101,4.026325409779597,9.379876796714578,95,19.0,2012,2016,BSD-3-Clause,testing,github.com,gotwarlost,Deprecated,"This module is no longer maintained, try this instead:
  npm i nyc
Visit https://istanbul.js.org/integrations for other alternatives.",7,coverage code coverage js code coverage js coverage
less,npm,48748,13008,17053,3394,261,28,0.5737217976495197,-0.5737217976495197,-0.18964959329724684,0.3016904101184533,0.06570841889117043,138,9.2,2011,2025,Apache-2.0,multi,github.com,less,,,7,compile less css nesting css variable css gradients css gradients css3 less compiler less css less mixins less less.js lesscss mixins nested css parser preprocessor bootstrap css bootstrap less style styles stylesheet variables in css css less language stylesheet-language
rollup-plugin-terser,npm,48202,19955,610,55,14,21,0.38300057290741574,-0.38300057290741574,0.502840017530052,4.322714319803184,5.341546885694729,25,8.333333333333334,2018,2020,MIT,devtools,github.com,trysound,Deprecated,This package has been deprecated and is no longer maintained. Please use @rollup/plugin-terser,7,rollup rollup-plugin terser minify
@storybook/addon-essentials,npm,52519,12116,88981,9820,1122,31,0.6369296095277912,-0.6369296095277912,-0.5333125328146355,-0.7748591212327566,0.057494866529774126,1780,254.28571428571428,2019,2025,MIT,web,github.com,storybookjs,,,7,addon essentials storybook angular components design-systems documentation html javascript react react-native stories styleguide svelte testing typescript ui vite vue web-components webpack workshop
rollup-plugin-node-resolve,npm,47808,24429,470,85,40,21,0.2915861928691035,-0.2915861928691035,0.41576551276295065,4.279268300447031,6.529774127310062,34,8.5,2016,2019,MIT,devtools,github.com,rollup,Deprecated,This package has been deprecated and is no longer maintained. Please use @rollup/plugin-node-resolve.,7,rollup rollup-plugin es2015 npm modules
webpack-dev-server,npm,47898,15075,7845,1478,290,28,0.5020403178517077,-0.5020403178517077,-0.07538944732960784,0.6345574518940629,0.5968514715947981,221,15.785714285714286,2012,2025,MIT,web,github.com,webpack,,,7,hot-reload server webpack
rollup-plugin-babel,npm,46368,23463,703,73,43,27,0.29582567997194165,-0.29582567997194165,0.3210708699819211,3.8693150161242844,5.738535249828884,59,9.833333333333334,2015,2020,MIT,devtools,github.com,rollup,,,7,rollup-plugin babel es2015 es6
eslint-config-airbnb-base,npm,45873,25930,147197,26768,511,29,0.2477473450742309,-0.2477473450742309,-1.3032984351181212,0.6482383568917469,4.164271047227926,46,7.666666666666667,2016,2021,MIT,devtools,github.com,airbnb,,,7,eslint eslintconfig config airbnb javascript styleguide es2015 es2016 es2017 es2018 arrow-functions es6 linting naming-conventions style-guide style-linter tc39
eslint-plugin-jest,npm,45848,23421,1171,248,145,28,0.29170589119053325,-0.29170589119053325,0.14021719006458805,1.2733514894265139,0.013689253935660506,365,33.18181818181818,2016,2026,MIT,devtools,github.com,jest-community,,,7,eslint eslintplugin eslint-plugin jest
esbuild,npm,45298,18847,39610,1269,123,29,0.3808233417253497,-0.3808233417253497,-0.6905041518806443,0.3925887013527245,0.06023271731690623,475,52.77777777777778,2017,2025,MIT,multi,github.com,evanw,,,7,bundler commonjs compiler css esm javascript jsx minifier react tsx typescript
karma-chrome-launcher,npm,45031,19046,473,123,35,27,0.3736946538581307,-0.3736946538581307,0.5086520650408248,3.038980967483491,2.7186858316221767,28,2.5454545454545454,2013,2023,MIT,other,github.com,karma-runner,,,7,karma-plugin karma-launcher chrome javascript karma karma-chrome-launcher
vue-router,npm,45098,7197,4452,1260,269,28,0.796955069864909,-0.796955069864909,0.4980163192281274,0.5915417553916176,0.07392197125256673,194,17.636363636363637,2015,2025,MIT,web,github.com,vuejs,,,7,vue vue-router
@vue/cli-service,npm,54847,9347,29664,6294,516,29,0.7684420921868957,-0.7684420921868957,-0.0387145605097865,0.02017399009322285,0.38329911019849416,166,20.75,2018,2025,MIT,multi,github.com,vuejs,,,7,vue cli
@eslint/js,npm,45260,21115,26774,4878,833,30,0.3311124917313313,-0.3311124917313313,-0.6920769901372217,-0.42683409608162926,0.07118412046543464,83,27.666666666666668,2023,2025,MIT,devtools,github.com,eslint,,,7,javascript eslint-plugin eslint ecmascript linter static-code-analysis
styled-components,npm,45087,12465,41009,2527,366,29,0.558333848873283,-0.558333848873283,-0.4425260328604812,0.02633550640738258,0.5722108145106092,367,36.7,2016,2025,MIT,web,github.com,styled-components,,,7,react css css-in-js styled-components styling
rollup-plugin-commonjs,npm,43323,22021,504,116,50,21,0.29387178886067833,-0.29387178886067833,0.37082617029497367,4.01182841523488,6.368240930869268,70,14.0,2015,2019,MIT,other,github.com,rollup,Deprecated,This package has been deprecated and is no longer maintained. Please use @rollup/plugin-commonjs.,7,
classnames,npm,43745,13468,17745,561,50,29,0.511602995702499,-0.511602995702499,-0.2696876572884501,1.6468976009974607,2.026009582477755,30,3.0,2014,2023,MIT,web,github.com,jedwatson,,,7,react css classes classname classnames util utility
@vue/cli-plugin-babel,npm,52745,8757,29664,6294,516,29,0.7797845895819551,-0.7797845895819551,-0.028290449999807565,-0.011959407239275577,0.38329911019849416,160,20.0,2018,2025,MIT,devtools,github.com,vuejs,,,7,vue cli babel
grunt,npm,42296,30299,12267,1498,84,27,0.14486693675336593,-0.14486693675336593,-0.7449519049452333,1.754642658096151,2.9349760438056127,81,6.75,2012,2023,MIT,devtools,github.com,gruntjs,,,7,task async cli minify uglify build lodash unit test qunit nodeunit server init scaffold make jake tool hacktoberfest
react-router-dom,npm,42263,10771,56094,10808,1377,32,0.5936742529394099,-0.5936742529394099,-0.523460019930053,-0.9565452375842981,0.0,996,90.54545454545455,2016,2026,MIT,web,github.com,remix-run,,,7,react router route routing history link
lordlist,npm,41945,0,0,0,1,17,4.622690552512651,-4.622690552512651,8.714411727729075,5.777082820007832,1.5030800821355237,1,1.0,2024,2024,ISC,web,github.com,veryyounglord,,,4,
antd,npm,41593,4017,97164,54325,1176,30,1.0150207550696715,-1.0150207550696715,-0.12700349446281423,-1.1270948575192263,0.008213552361396304,927,77.25,2015,2026,MIT,web,github.com,ant-design,,,7,ant component components design framework frontend react react-component ui ant-design antd design-systems typescript ui-kit ui-library
shelljs,npm,41464,17008,14348,738,92,26,0.3870028885718648,-0.3870028885718648,-0.4106250657190522,0.9361929588221998,0.6652977412731006,66,4.714285714285714,2012,2025,BSD-3-Clause,other,github.com,shelljs,,,7,shelljs bash unix shell makefile make jake synchronous javascript node nodejs
bey0tea,npm,41191,7,0,0,1,17,3.7117228918272342,-3.7117228918272342,7.342090576439991,5.869242299198803,1.834360027378508,3,3.0,2024,2024,ISC,web,github.com,abbeey02,,,4,
pinsapod,npm,41090,57,0,0,1,20,2.850318716917657,-2.850318716917657,6.046925459771296,5.756608876096262,1.4921286789869952,3,3.0,2024,2024,Unknown,other,github.com,davidagungofficial,,,4,random name generator names
typescript-eslint,npm,41121,19072,16042,2856,1539,30,0.3336552199698044,-0.3336552199698044,-0.5567590897666743,-0.6682405168324206,0.0027378507871321013,1215,151.875,2019,2026,MIT,devtools,github.com,typescript-eslint,,,7,ast ecmascript javascript typescript parser syntax eslint eslintplugin eslint-plugin plugin tslint
queencrow,npm,41048,54,0,0,1,20,2.872939892186019,-2.872939892186019,6.080753264162953,5.765502059638703,1.5222450376454484,3,3.0,2024,2024,ISC,web,github.com,crowvelia,,,4,queencrow
