company_name,website,logo_url,description,info_2,info_3,product_categories_
LAPP India Pvt . Ltd,http://e.lapp.com,assets/images/exhibitor-directory/1759739168_lapplogo1759739356_1759739168_lapplogo.jpg,"LAPP India, a 100% subsidiary of LAPP Group Germany, is a leading provider of cable and connectivity solutions designed to meet the diverse needs of industries. The company operates through state-of-the-art manufacturing facilities across the country, ensuring world-class products tailored to the Indian and global markets, LAPP India's journey of manufacturing excellence began in 1996 with the establishment of its first manufacturing plant in Jigani, Bengaluru. This state-of-the-art facility is equipped with cutting-edge technology to produce a diverse range of power & control cables, data communication cables, fiber optic cables and accessories, meeting the evolving needs of modern industries.",India,e.lapp.com,"Wind Energy > Electrical and electronics items manufacturers , other, Cable & Connectivity solutions for solar energy"
LAURITZ KNUDSEN ELCTRICAL & AUTOMATION,http://www.lk-ea.com/,assets/images/exhibitor-directory/1760338123_logo1760345994_1760338123_logo.png,"We recognize the immense potential of solar energy to drive a low-carbon and boost economic development. We offer a complete range of low and medium voltage products for the electrical balance of plant—including switchgear, protection, and control systems. Our portfolio includes SCADA and cloud-based remote monitoring solutions. We serve solar segments: Utility-Scale, Commercial & Industrial (C&I), and Rooftop Solar. Our tailored solutions ensure safe, efficient, and reliable power distribution at every scale. With over 70 years of expertise in power management and electrical engineering, our 800V and 415V product range is specially designed for solar applications—helping you maximize energy output.",India,www.lk-ea.com/,"Solar Energy > Solar cells manufacturers , Solar Energy > Solar water heating/cooling systems and solar pumps Testing, monitoring systems, project consultants, suppliers of building integrated photovoltaic (BIPV) and solar thermal engineering, Solar Energy > System integrators, assemblers and distributors , Solar Energy > Software solutions and providers of irradiation data , Solar Energy > Solar farm developers and owners , Solar Energy > Emission monitoring systems , Solar Energy > Electrical test and measuring systems , Wind Energy > Electrical and electronics items manufacturers , ENERGY EFFICIENCY > Energy efficient equipments for power generation, transmission and distribution , ENERGY EFFICIENCY > Manufacturers of motors and pumps , Hydro Energy > Electrical, mechanical and civil contractors , Hydro Energy > Manufacturers and suppliers of generators and control equipment manufacturers, Hydro Energy > Mechanical and hydraulic items manufacturers and supplier , Hydro Energy > Performance testing equipment manufacturers , Cogeneration > Automation measuring and control systems , Cogeneration > Complete plant solution providers , Cogeneration > Project developers , Cogeneration > Utility planners and organizations , Cogeneration > Equipment suppliers and service providers"
LEGION ENERGY PRODUCTS PRIVATE LIMITED,http://www.legionenergy.in,assets/images/exhibitor-directory/dummy.png,"LEGION ENERGY PRODUCTS PRIVATE LIMITED is located in Doddaballapura, Bangalore, we are manufacturers of SOLAR PV CONNECTORS & JUNCTION BOXES used in manufacturing of solar PV modules. Solar Photovoltaic Connectors - We are offering a cost-effective, high-quality solution for low voltage DC applications up to 1500V, 70A. IP68, up to 8AWG. Our Products are TUV certified according to IEC 62852, CE marked, ROHS Complied and also, we offer Solar Junction Box for Solar Modules: Split type Junction Box for Solar Modules, IP68, Current rating - 25A, 30A, 35A.",India,www.legionenergy.in,"Solar Energy > Photovoltaic (PV) modules, hybrid systems, materials and equipments"
Lehmann-UMT Gmbh,http://www.lehmann-umt.de/en/,assets/images/exhibitor-directory/1759226473_logoumttransparenterhintergrund1759481905_1759226473_logoumttransparenterhintergrund.jpg,"Our extruder technology enables the efficient processing of agricultural residues such as  rice straw, which is abundant in India. Instead of being burned or wasted, this material can be transformed into valuable feedstock for biogas plants, offering a sustainable solution to both waste management and renewable energy generation. 
We are also pleased to announce our new Indian subsidiary, Lehmann-UMT Pvt. Ltd., which will be co-exhibiting with us at the event. This expansion marks an important step in our commitment to supporting the Indian market with localized solutions and services.",Germany,www.lehmann-umt.de/en/,"other, Pretreatment manufacturer and provider for BioCBG plants"
LENTO INDUSTRIES PRIVATE LIMITED,http://www.lentoindia.com,assets/images/exhibitor-directory/dummy.png,"Lento Industries Private Limited is the Pioneer in the design, development and manufacturing of Solar Systems like Solar Street Lighting System, Home Lighting System, , Solar High Mast Lighting System, Inverters and Batteries  in India and have more than 10 years of experience in this field.",India,www.lentoindia.com,"Solar Energy > Inverters, charge controllers, batteries and module connectors , Solar Energy > Photovoltaic (PV) modules, hybrid systems, materials and equipments , Solar Energy > Solar water heating/cooling systems and solar pumps Testing, monitoring systems, project consultants, suppliers of building integrated photovoltaic (BIPV) and solar thermal engineering, Solar Energy > System integrators, assemblers and distributors , Solar Energy > Turnkey solution providers , Solar Energy > Solar street and billboard lighting systems, ENERGY EFFICIENCY > Energy efficient equipments for power generation, transmission and distribution , ENERGY EFFICIENCY > Manufacturers of LED and charge controllers"
Linde,http://www.linde.in,assets/images/exhibitor-directory/1758862534_lindeplclogo1cmykisocv21758862635_1758862534_lindeplclogo1cmykisocv2.jpg,"Linde India Limited, formerly BOC India Limited, is a member of Linde Plc. Linde owns India‘s largest air separation plant and run more than 35 operating locations across the country. The Project Engineering Division (PED) comprises the business of designing, supply, installation and commissioning of tonnage air separation units (ASU), and projects relating to setting up of nitrogen plants, pressure swing adsorption (PSA) plants and gas distribution systems. PED also manufactures cryogenic vessels for in-house use as well as for sale to third party customers.

Please visit the website for more details: www.linde.in",India,www.linde.in,"Solar Energy > Glass, substrates, coatings, resins, encapsulation materials, films, gasses"
LITHIUM ASHES INDIA PVT LTD,http://www.moerdonstore.com/?srsltid=AfmBOoqThleI2E8BuX8fSdLyg2n8xbV0qzZx6rJr-V5g69oI1tD9liWc,assets/images/exhibitor-directory/dummy.png,"We are Coolnut, and we manufacture highly efficient power banks and power stations that are your best companions on the go and in emergencies to supply power to your laptops or other gadgets.",India,www.moerdonstore.com/?srsltid=AfmBOoqThleI2E8BuX8fSdLyg2n8xbV0qzZx6rJr-V5g69oI1tD9liWc,"Solar Energy > Inverters, charge controllers, batteries and module connectors , Solar Energy > Suppliers of raw materials , ENERGY EFFICIENCY > Energy efficient equipments for power generation, transmission and distribution , ENERGY EFFICIENCY > Industrial and decorative lighting equipment, luminaries, fixtures and accessories"
Livguard Energy Technologies Pvt Ltd.,http://www.livguard.com,assets/images/exhibitor-directory/dummy.png,"Livguard has become the fastest-growing Energy Storage Solutions brand. With Solar 360 solutions & complete range of on grid, hybrid, Off grid and Lithium battery range our zeal to develop a complete and connected ecosystem of happy customers, committed partners, & the best quality every time has made us the choice of people nationwide.",India,www.livguard.com,"Solar Energy > Inverters, charge controllers, batteries and module connectors , Solar Energy > Photovoltaic (PV) modules, hybrid systems, materials and equipments , Solar Energy > Turnkey solution providers"
Loom Solar Pvt. Ltd.,http://www.loomsolar.com/,assets/images/exhibitor-directory/dummy.png,"Loom Solar is a leading manufacturer of Solar Panels, Storage Batteries, and PV inverters. Founded in 2018 by two brothers, Amol and Amod Anand, we offer a wide range of solar solutions for residential, commercial, industrial, utility, agricultural, and government sectors.

In our 7-year journey, we have proudly served over 1,00,000 happy customers, built a network of 14,000 resellers, grown to a 300-member team, and established a presence in 18,000 locations across India.

Our Manufacturing Capabilities

 We operate two manufacturing facilities spread over 1,00,000 sq. ft., located in Palwal and Ballabgarh, Haryana. Currently, we have a production capacity of 300",India,www.loomsolar.com/,"Solar Energy > Inverters, charge controllers, batteries and module connectors , Solar Energy > Photovoltaic (PV) modules, hybrid systems, materials and equipments , Cogeneration > Project developers , Cogeneration > Utility planners and organizations"
LUCKY-TECH Membranes Pvt. Ltd.,http://luckytech.in/,assets/images/exhibitor-directory/1759994307_ltlogoblackbg11759995055_1759994307_ltlogoblackbg1.png,"LUCKY-TECH Membranes Pvt. Ltd. is a leading manufacturer and fabricator of premium PVC-coated technical textiles, specializing in solutions for tensile structures, biogas plants, tents, and printed truck covers. Powered by cutting-edge European technologies like Sioen (Belgium) fabrics, Zünd automated cutting, and HP Latex printing, we deliver unmatched durability, aesthetics, and precision. With a commitment to quality, innovation, and customization, LUCKY-TECH transforms industrial fabrics into high-performance solutions trusted across India and beyond.",India,luckytech.in/,"Bio Energy > Analytical instruments manufacturers and service providers , Bio Energy > Bioreactor, boiler, turbine and turbo-generator manufacturers & consultants"
LUMINOUS POWER TECHNOLOGIES PVT. LTD.,http://www.luminousindia.com,assets/images/exhibitor-directory/1759224173_luminoussolarlogowhite1759224243_1759224173_luminoussolarlogowhite.png,"Luminous Power Technologies is a leading provider of energy solutions, dedicated to advancing India’s clean energy shift with a strong focus on innovation and sustainability. As the demand for reliable, clean, and efficient power increases, especially among residential consumers, Luminous, as a consumer energy fulfillment company, meets the changing energy needs of millions of households and businesses worldwide. With a legacy spanning over 38 years, Luminous has built a robust presence in the energy and residential solar space. Its wide portfolio of innovative products, including inverters, batteries, and best-in-class solar solutions, is designed to provide the end-to-end energy management ecosystem",India,www.luminousindia.com,"Solar Energy > Inverters, charge controllers, batteries and module connectors , Solar Energy > Photovoltaic (PV) modules, hybrid systems, materials and equipments , Solar Energy > System integrators, assemblers and distributors , Solar Energy > Solar farm developers and owners , Solar Energy > Annual maintenance contractors , Wind Energy > Electrical and electronics items manufacturers , ENERGY EFFICIENCY > Energy efficient equipments for power generation, transmission and distribution"
LUNO RENEWABLE LIMITED,http://www.lunorenewable.com,assets/images/exhibitor-directory/1759223189_img5699-removebg-preview11759223340_1759223189_img5699-removebg-preview1.png,"Luno Renewable Ltd is a cutting-edge solar module manufacturer dedicated to powering a sustainable future through high-efficiency, durable, and environmentally friendly photovoltaic solutions. With a focus on innovation and quality, Luno delivers advanced solar technologies designed for residential, commercial, and industrial applications. Our state-of-the-art manufacturing process ensures reliable performance, long lifespan, and maximum energy output in all conditions. Backed by a team of renewable energy experts and a commitment to reducing global carbon footprints, Luno Renewable Ltd is driving the clean energy revolution, one module at a time—empowering communities and businesses to harness the sun and build a greener tomorrow.",India,www.lunorenewable.com,"Solar Energy > Photovoltaic (PV) modules, hybrid systems, materials and equipments"
M.B. Control & Systems Pvt. Ltd.,http://www.mbcontrol.com,assets/images/exhibitor-directory/dummy.png,"M.B. Control & Systems Pvt. Ltd. is 40+ year old organisation working in the Power Sector. MBCS offers High Quality and precise Solutions such as WAMS, PMUs, Power Quality, Meteorological Stations, Telemetry Systems, Cloud Solutions using their in house Brands and Partner Collaborations. 
Some of our collaborations include Satec and MBMet Meteorology which offer precise and Powerful Measuring Solutions in the Power and Meteorological industry.",India,www.mbcontrol.com,"Solar Energy > System integrators, assemblers and distributors , Solar Energy > Software solutions and providers of irradiation data , Solar Energy > Turnkey solution providers , Solar Energy > Electrical test and measuring systems , ENERGY EFFICIENCY > Energy efficient equipments for power generation, transmission and distribution , ENERGY EFFICIENCY > Green information & communications technologies (ICT) , Cogeneration > Complete plant solution providers"
MAAS AIR-N-GAS TECHNOLOGIES PRIVATE LIMITED,http://maasairngas.in/,assets/images/exhibitor-directory/1758961567_companylogo1758961680_1758961567_companylogo.jpg,"Leading manufacturer of Biogas Purification Plant, PSA/VSA Oxygen Plant, PSA Nitrogen Plant, Ammonia Cracker, Air & Gas Dryer, Air & Water chiller etc.",India,maasairngas.in/,"other, Manufacturer of Biogas Purification Plant (VPSA Technology)"
MACWIN SOLAR ENERGY PVT LTD.,http://www.macwinsolarenergy.com/,assets/images/exhibitor-directory/dummy.png,"Macwin specializes in a broad spectrum of solar PV technologies from
 cost-effective Polycrystaline and high-efficiency Mono PERC modules to next
 generation N-Type TOPCon panels and large-format G-12R series modules.",India,www.macwinsolarenergy.com/,"Solar Energy > Manufacturers of cell and module encapsulation, crystal growth equipments, diffusion furnaces, laminators, mounting systems, concentrators, trackers and collectors"
Manikaran Analytics Limited,http://www.manikarananalytics.in/,assets/images/exhibitor-directory/dummy.png,"A leading service provider in renewable energy forecasting, scheduling, and analytics. As a Qualified Coordinating Agency (QCA), Manikaran Analytics Limited (MAL) partners with wind, solar, and hybrid power producers across India to ensure compliance with grid regulations and the Deviation Settlement Mechanism (DSM). Leveraging advanced AI/ML models, real-time weather data, and state-of-the-art infrastructure, MAL delivers precise scheduling and energy management solutions. With a strong national presence, the company plays a key role in enabling reliable renewable integration.",India,www.manikarananalytics.in/,"Solar Energy > Software solutions and providers of irradiation data , Solar Energy > Solar farm developers and owners , Solar Energy > Annual maintenance contractors , Wind Energy > Assessment and forecasting service providers , Cogeneration > Project developers , Cogeneration > Financial institutions and investors, Cogeneration > Utility planners and organizations , Cogeneration > Consultants"
MANMOHAN SINGH MARKETING INDIA PVT. LTD. (PACK UNIVERSE),http://www.packuniverse.com/,assets/images/exhibitor-directory/1760344663_whatsappimage2025-10-13at2.07.13pm1760344704_1760344663_whatsappimage2025-10-13at2.07.13pm.jpeg,"We are proud to introduce ourselves as one of India’s leading manufacturers of 7-ply and 5-ply Automatic Corrugated Boxes, Wooden Pallets, Plywood Pallets, and Customized Wooden Packaging Solutions.",India,www.packuniverse.com/,"other, Packaging material manufacturer"
Maschinen Schmidberger GmbH,http://www.maschinen-schmidberger.de/de/,assets/images/exhibitor-directory/1760337898_maschinenschmidbergergmbh-rotschwarz-weierhintergrund1760351077_1760337898_maschinenschmidbergergmbh-rotschwarz-weierhintergrund.jpg,"Maschinen Schmidberger GmbH is one of the leading companies in the field of substrate feeding, buffering and mixing systems for biogas plants. These components are available in different versions and can be combined with various cutting, shredding and grinding devices. They are used successfully all over the world. The privately run company also supplies gas treatment and desulphurisation plants as well as various components for slurry technology.",Germany,www.maschinen-schmidberger.de/de/,"other, Biogas - substrate feeding, buffering and mixing systsems"
Matri Shree Techno Industries,http://www.mygreensolar.co.in,assets/images/exhibitor-directory/dummy.png,"Founded in 2007 and rooted in experience dating back to 2000, Matri Shree Group has grown from a small venture into a large-scale solar PV manufacturing company. Guided by the vision of our founder, Late Dr. G.N. Gupta, we have become a trusted name in the renewable energy industry in India. Our advanced manufacturing facility in Chunar, Mirzapur, Uttar Pradesh (India) boasts an annual production capacity of 125 MW. We utilize the latest solar technology and equipment to manufacture durable, reliable, and high-performance photovoltaic (PV) modules. Matri Shree Techno Industries is a well-known provider of grid-connected and off-grid solar power",India,www.mygreensolar.co.in,"Solar Energy > Manufacturers of cell and module encapsulation, crystal growth equipments, diffusion furnaces, laminators, mounting systems, concentrators, trackers and collectors , Solar Energy > Photovoltaic (PV) modules, hybrid systems, materials and equipments"
MBJ Solutions GmbH,http://www.mbj-solutions.com/en/,assets/images/exhibitor-directory/dummy.png,"MBJ Solutions GmbH, based in Ahrensburg, is a leading provider of testing and measurement technology in the photovoltaic industry. For over 16 years, the company has been developing innovative systems like Sun Simulators and Electroluminescence systems for the quality assurance of solar modules - for maximum efficiency and long-term reliability of PV systems and has already sold over 650 systems worldwide.",Germany,www.mbj-solutions.com/en/,Solar Energy > Electrical test and measuring systems
MECHTEX - (Motion Drivetronics Private Limited),http://www.mechtex.com,assets/images/exhibitor-directory/dummy.png,"Mechtex is a trusted name in miniature motors and geared motors, proudly serving global customers for over 50 years. Based in Navi Mumbai, India, we specialize in designing and manufacturing a wide range of motion solutions including Synchronous Motors, BLDC Motors, Stepper Motors (PM & Hybrid), DC Geared Motors, Gearboxes, and Drone Motors. With ISO 9001 certification and compliance with UL, RoHS, and REACH standards, our products are built to deliver precision, reliability, and durability. Our modern facility has the capacity to produce more than 350,000 units every month, supported by a skilled team of 300+ professionals. Serving industries such",India,www.mechtex.com,"Wind Energy > Electrical and electronics items manufacturers , ENERGY EFFICIENCY > Manufacturers of motors and pumps , other, Motors for Solar Panel Cleaning Robot"
MehlerHeytex,http://www.freudenberg-pm.com/en/brands/mehlerheytex,assets/images/exhibitor-directory/1759748715_mehlerheytexlogorgbzw1760009184_1759748715_mehlerheytexlogorgbzw.png,"MehlerHeytex brings together Mehler Texnologies and the core business of the Heytex Group, both leading global specialists for coated technical textiles. With some 730 employees at the production locations in Germany, Czech Republic and China, as well as sales offices worldwide the company serves numerous markets. MehlerHeytex products are used, for example, in truck tarpaulins and container covers, door seals, biogas membranes, drinking water tanks, tents, inflatable boats, as well as advertising media in large-format digital printing.",India,www.freudenberg-pm.com/en/brands/mehlerheytex,"Bio Energy > Bio-diesel dispensing and mixing equipment manufacturers , Bio Energy > Biomass heating and drying equipment manufacturers , other, Biogas Holders / Digesters Fabric Manufacturer"
MERCOM INDIA,http://www.mercomindia.com/,assets/images/exhibitor-directory/dummy.png,"Mercom India is a subsidiary of U.S.-based Mercom Capital Group, a leading clean energy communications and consulting firm recognized worldwide for its expertise in renewable energy. Mercom is widely recognized for its leadership and influence in helping shape India’s rapidly growing clean energy markets. Mercom India is located in Bangalore and provides research, news, and communications services for clean energy organizations in the Indian market.",India,www.mercomindia.com/,"Cogeneration > Consultants , other, Research News & Media Market leaders"
Meteoxperts Solutions,http://www.meteoxperts.com,assets/images/exhibitor-directory/dummy.png,"Meteoxperts Solutions Pvt. Ltd. is a leading renewable energy solutions provider specializing in advanced solar and wind technologies. With proven expertise in meteorological monitoring, wind masts, automatic weather stations, and solar assessment systems, we deliver end-to-end services from design and supply to installation and operations support. Our innovative approach ensures accuracy, efficiency, and long-term sustainability across the global energy sector. Backed by 50+ dedicated engineers and industry experts, we proudly serve major clients such as NTPC, ReNew Power, Greenko, and Adani. Meteoxperts remains fully committed to driving the clean energy transition and empowering industries to achieve ambitious net-zero goals.",India,www.meteoxperts.com,"Solar Energy > System integrators, assemblers and distributors , Wind Energy > Electrical and electronics items manufacturers , Wind Energy > Wind monitoring and analysis systems suppliers , Hydro Energy > Performance testing equipment manufacturers , Cogeneration > Equipment suppliers and service providers, other, Meteoxperts provides complete solar solutions from design to installation and maintenance."
MFolks Industries Private Limited,http://mfolks.com,assets/images/exhibitor-directory/1759227749_loggo11759228705_1759227749_loggo1.jpg,"We are among the oldest business groups in the Copper & Aluminium Wire industry since 1958. As a dedicated manufacturer we provide high quality earthing solutions for industrial, residential and commercial sectors, ensuring safety, reliability and long lasting performance. Our product range includes ISI marked Aluminium Wire Rods, Aluminium Master Alloys, Special Alloys, Aluminium Ingots, Copper Wire Rods, Stainless Steel Wire and Zinc Wire. With manufacturing units in Bhiwadi and Chopanki (Rajasthan) and a depot in Narol, Ahmedabad (Gujarat), we operate across 12,000 sq. mtrs., with an annual capacity of 30,000 MT Aluminium products and 6,000 km LT Power Cable",India,mfolks.com,Solar Energy > Suppliers of raw materials
MG ELECTRICA LTD,http://www.mgelectrica.com,assets/images/exhibitor-directory/1758786158_mgelectrica-logoupdated5-01-20231758786802_1758786158_mgelectrica-logoupdated5-01-2023.jpg,"MG ELECTRICA Ltd. is  a leading Electrical component manufacturing company based in Maharashtra, India since 2006. We have a state of the art manufacturing facility based in heart of the Industrial hub at Satpur in Nasik. We offer a wide range of Electrical, copper, aluminum lugs & cable connectors, which are manufactured in conformance with various National and International standards such as Indian Standards, DIN Standards, Australian Standards & British Standards.",India,www.mgelectrica.com,"Solar Energy > Inverters, charge controllers, batteries and module connectors , Solar Energy > Suppliers of raw materials , Cogeneration > Equipment suppliers and service providers, other, Manufacturer of Electrical Lugs & Connectors in Copper, Aluminium, Brass & Bimetallic"
Microtek International Pvt Ltd,http://www.microtek.in,assets/images/exhibitor-directory/dummy.png,"Microtek Solar is a trusted name in renewable energy, offering complete solar solutions for homes, businesses, and industries. With a comprehensive range of on-grid and off-grid systems powered by high-quality solar panels, Microtek ensures reliable, efficient, and sustainable energy generation. Backed by advanced technology and strong industry expertise, the brand is committed to reducing dependency on conventional power sources while helping customers lower electricity costs. Microtek Solar not only delivers energy savings but also contributes to a cleaner and greener environment. With a vision of powering progress sustainably, Microtek continues to light the way for a brighter future.",India,www.microtek.in,"Solar Energy > Manufacturers of cell and module encapsulation, crystal growth equipments, diffusion furnaces, laminators, mounting systems, concentrators, trackers and collectors , Solar Energy > Inverters, charge controllers, batteries and module connectors , Solar Energy > Photovoltaic (PV) modules, hybrid systems, materials and equipments"
"Millennial Solar (Jiangsu) Co.,Ltd",http://www.millennialsolar.cn,assets/images/exhibitor-directory/dummy.png,"Millennial Solar was once a member of Shangqi Group.With nearly 20 years of profound accumulation in the testing industry, providing process control and testing equipment for  PERC, TOPCon，HJT、XBC、perovskite/tandem solar cells, and module testing equipment for the complete test procedure of IEC 61215&61730,the products and technical solutions cover multiple high-precision and cutting-edge fields, widely used in aerospace, space satellites，automotive, semiconductor, military, communication, petrochemical, and biotechnology industries ,has won wide recognition from domestic and foreian customers.",China,www.millennialsolar.cn,Solar Energy > Solar cells manufacturers
Milliamps Engineering Solutions Pvt Ltd,http://www.milliamps.in,assets/images/exhibitor-directory/dummy.png,"CLEANROOM ENVIRONMENT (HVAC, BMS, CRP)",India,www.milliamps.in,Solar Energy > Turnkey solution providers
MKK Metal Sections Pvt Ltd.,http://www.mkkmetal.in,assets/images/exhibitor-directory/dummy.png,"As a leading steel pipes manufacturer, we build module mounting structures that are the backbone of a solar power plant. These support structures raise solar panels at appropriate angles to ensure that they receive maximum solar irradiation. Our solar mounting structures are specifically manufactured with this purpose in mind. Our Capacity 60,000 MT structure = 2.5 GW of energy As one of the top solar panel mounting structure manufacturers in Tamil Nadu, we have been the preferred choice for many clients across various industry verticals. We cater to structural requirements of various categories.",India,www.mkkmetal.in,"Solar Energy > Manufacturers of cell and module encapsulation, crystal growth equipments, diffusion furnaces, laminators, mounting systems, concentrators, trackers and collectors"
MONDRAGON ASSEMBLY INDIA PRIVATE LIMITED,http://www.mondragon-assembly.com,assets/images/exhibitor-directory/dummy.png,"Mondragon Assembly is an international group specialist in the development of automation and assembly solutions. The parent company in Spain, which is a cooperative, was created in 1977, one of the pioneers in the development of production and assembly technologies. 
We are divided into three business areas: Solar, E-Mobility & Energy Storage and Automation. Our main activities in each of these business include the development of turnkey lines and machines, being able to offer solutions anywhere in the world with our six production plants and three technical and sale offices.",India,www.mondragon-assembly.com,"Solar Energy > Photovoltaic (PV) modules, hybrid systems, materials and equipments , Solar Energy > Turnkey solution providers , other, Manufacture Equipment's for PV Module Turnkey Line / Solar Module Turnkey Line"
MROBOTICS PVT LTD,http://www.mrobotics.co.in,assets/images/exhibitor-directory/dummy.png,"MROBOTICS specializes in providing advanced industrial automation solutions. We focus on integrating mechanical and electronic systems to enhance productivity and sustainability. Our innovations, including water-free solar panel cleaning systems, highlight our commitment to efficient and environmentally friendly technology.",India,www.mrobotics.co.in,"other, Solar Panel Cleaning Robot and Equipment Manufacturer"
MTE STRUCTURE LIMITED,http://mtegroup.in/,assets/images/exhibitor-directory/dummy.png,"MTE Structures Limited is a leading manufacturer and supplier of high-quality solar mounting structures with 2.5 GW annual production capacity. With over 9 years of industry experience, we specialize in providing durable, cost-effective, and precise solar racking solutions for ground-mount, rooftop, and agrivoltaic applications. Our products are made from premium materials such as Galvalume, HDGI, and ZAM, ensuring long-term performance in diverse environments. Committed to innovation and sustainability, MTE Structures serves top EPCs, developers, and international clients. As a trusted channel partner of Reliance, we focus on delivering tailored solutions, timely delivery, and excellent technical support.",India,mtegroup.in/,"Solar Energy > Photovoltaic (PV) modules, hybrid systems, materials and equipments"
Munich Re,http://www.munichre.com/en/solutions/for-industry-clients/renewable-energy-and-energy-efficiency.html,assets/images/exhibitor-directory/1758716255_mrlogobluergb2048px1758716501_1758716255_mrlogobluergb2048px.png,"Munich Re’s Green Tech Solutions provides essential protection, backed by our financial strength. Our insurance guarantees the long-term performance of green technologies and is a seal of approval for outstanding technical quality. For more than a decade we’ve been supporting manufacturers, developers and investors by absorbing technical risks of green technologies. Whether wind, photovoltaics, hydrogen, or sustainable technologies like carbon capture or energy storage – we enable profitable, sustainable growth for your business.",Germany,www.munichre.com/en/solutions/for-industry-clients/renewable-energy-and-energy-efficiency.html,"other, Warranty Insurance for Green Technologies"
MVS Engineering Pvt Ltd,http://www.mvsengg.com,assets/images/exhibitor-directory/dummy.png,"Biogas Upgrading Solutions by MVS Engineering
Founded in 1977, MVS Engineering continues to be at the forefront of technology for onsite gas generation and purification solutions.
At MVS Engineering Pvt. Ltd, we specialize in transforming raw biogas into high purity biomethane with advanced technology and precision engineering. Our System are designed exclusively for biogas purification, utilizing state-of-the-art membrane technology to ensure maximum efficiency and reliability.
We optimize biogas upgrading for various industries, including agriculture, waste management, and industrial applications. Our solutions guarantee superior purification maximizing product recovery, and enhancing sustainability.
https://www.mvsengg.com/products/sustainability/",India,www.mvsengg.com,"Bio Energy > Analytical instruments manufacturers and service providers , Bio Energy > Biomass heating and drying equipment manufacturers"
N LIGHT SOLAR PRODUCTS PRIVATE LIMITED,http://www.nlightsolar.com,assets/images/exhibitor-directory/dummy.png,"N. Light Solar Established firm in the year 2015 at Noida (Uttar Pradesh, India) We 'N.Light Solar' are leading manufacturer of wide range of Solar Street Lights, Li ion / Po4 Batteries, All In One Street Light, High Mast Light, Home lighting systems and wide range of solar products last 8 Years.",India,www.nlightsolar.com,"Solar Energy > Solar street and billboard lighting systems, ENERGY EFFICIENCY > Manufacturers of LED and charge controllers , Cogeneration > Complete plant solution providers , Cogeneration > Project developers , Cogeneration > Equipment suppliers and service providers, other, SOLAR STREET LIGHT SYSTEM & ALL RENEWABLE ENERGY DEVICES"
"Nanjing First Energy Co., Ltd",http://www.firstenergy.cn ,assets/images/exhibitor-directory/dummy.png,"First Energy Co., Ltd is engaged in the photovoltaic products including siliconwafers, cells and modules with headquarter base in Nanjing, China. Base on our over 15 yeras experience in solar industry, we have worked withmany clients worldwide including German, Poland Korea, Turkey, Indian, Thajland and etc. Besides top quality products, we also provide professional technical support and consultant to help clients for improve their production and quality control.",China,www.firstenergy.cn,Solar Energy > Solar cells manufacturers
Navitas Green Solution Private Limited,http://navitassolar.com,assets/images/exhibitor-directory/1760241893_navitaslogo1.pdf11760242270_1760241893_navitaslogo1.pdf1.png,"Navitas Solar is one of India’s leading solar panel manufacturers, offering high-performance mono and polycrystalline PV modules for residential, commercial, and industrial use. Established in 2013, the company operates a state-of-the-art manufacturing facility in Surat, Gujarat, with a strong presence across India. Committed to innovation and quality, Navitas Solar provides complete solar solutions to support the nation’s transition to clean energy.",India,navitassolar.com,"Solar Energy > Manufacturers of cell and module encapsulation, crystal growth equipments, diffusion furnaces, laminators, mounting systems, concentrators, trackers and collectors"
Nelumbo Technologies Private Limited,http://www.nelumbo.in,assets/images/exhibitor-directory/dummy.png,"Nelumbo Technologies Pvt Ltd, an ISO9001, ISO14001 & ISO45001 certified company provides end to end solutions for design & development of Power System Automation solutions for various power plants, transmission & distribution systems and industries at core. Our solutions portfolio includes: 
-PLC, HMI, RTUs & SCADA systems Turbine/Engine control systems
-Digital Governing & Digital excitation control systems
-Generator Protection & Synchronizing systems
-Auto & Manual Synch. systems
-Control & Relay Panels up to 400kV Substation Automation System (SAS)
-Data telemetry over IEC protocols to LDC SCADA for Renewable & Conventional power plants Industry SCADA solution load management",India,www.nelumbo.in,"Hydro Energy > Hydro turbine manufacturers , other, PLC, HMI, RTUs & SCADA systems Turbine/Engine control systems ,Digital Governing control systems ,Digital Excitation control systems ,Generator Protection & Synchronizing systems ,Auto & Manual Synchronizing systems ,Control & Relay Panels up to 400kV Substations Substation Automation System (SAS) ,Data telemetry over IEC protocols to LDC SCADA for Renewable & Conventional power plants Industry SCADA solutions Load Management System"
