State,Date,Year,Month,CPI_Rural,CPI_Urban,CPI_Combined,Inflation_Rural,Inflation_Urban,Inflation_Combined
Himachal Pradesh,2025-02-01,2025,2,186.55,198.18,192.36,2.3,4.36,3.33
Himachal Pradesh,2025-03-01,2025,3,187.79,196.94,192.37,2.69,3.4,3.04
Himachal Pradesh,2025-04-01,2025,4,190.58,199.28,194.93,3.92,4.32,4.12
Himachal Pradesh,2025-05-01,2025,5,187.13,199.33,193.23,1.75,4.03,2.89
Himachal Pradesh,2025-06-01,2025,6,192.01,199.31,195.66,4.11,3.71,3.91
Himachal Pradesh,2025-07-01,2025,7,193.95,199.46,196.7,4.86,3.48,4.17
Himachal Pradesh,2025-08-01,2025,8,193.45,200.35,196.9,4.3,3.64,3.97
Himachal Pradesh,2025-09-01,2025,9,192.86,200.19,196.52,3.69,3.25,3.47
Himachal Pradesh,2025-10-01,2025,10,194.06,201.48,197.77,4.05,3.61,3.83
Himachal Pradesh,2025-11-01,2025,11,193.69,205.2,199.45,3.57,5.22,4.39
Himachal Pradesh,2025-12-01,2025,12,194.0,207.51,200.75,3.44,6.09,4.77
Himachal Pradesh,2026-01-01,2026,1,195.0,203.48,199.24,3.69,3.73,3.71
Jharkhand,2020-01-01,2020,1,152.18,158.37,155.28,5.26,5.14,5.2
Jharkhand,2020-02-01,2020,2,153.24,159.5,156.37,4.69,3.66,4.17
Jharkhand,2020-03-01,2020,3,149.82,153.27,151.54,3.27,6.67,4.97
Jharkhand,2020-04-01,2020,4,150.0,153.83,151.91,4.06,6.07,5.06
Jharkhand,2020-05-01,2020,5,150.11,154.54,152.33,6.59,7.0,6.8
Jharkhand,2020-06-01,2020,6,154.33,153.65,153.99,4.07,6.27,5.17
Jharkhand,2020-07-01,2020,7,159.45,161.37,160.41,4.23,4.56,4.4
Jharkhand,2020-08-01,2020,8,158.49,161.42,159.96,3.49,3.01,3.25
Jharkhand,2020-09-01,2020,9,156.82,162.0,159.41,4.02,6.75,5.38
Jharkhand,2020-10-01,2020,10,157.08,162.83,159.96,5.52,4.89,5.2
Jharkhand,2020-11-01,2020,11,162.09,171.75,166.92,5.7,6.48,6.09
Jharkhand,2020-12-01,2020,12,161.75,172.01,166.88,5.65,5.3,5.48
Jharkhand,2021-01-01,2021,1,161.75,168.68,165.21,5.21,6.26,5.74
Jharkhand,2021-02-01,2021,2,158.93,164.77,161.85,3.12,3.52,3.32
Jharkhand,2021-03-01,2021,3,159.33,165.18,162.26,3.12,3.51,3.31
Jharkhand,2021-04-01,2021,4,159.33,165.46,162.4,2.86,3.41,3.13
Jharkhand,2021-05-01,2021,5,159.94,165.47,162.71,3.0,3.14,3.07
Jharkhand,2021-06-01,2021,6,162.45,165.75,164.1,4.35,3.04,3.7
Jharkhand,2021-07-01,2021,7,163.6,165.8,164.7,4.83,2.8,3.82
Jharkhand,2021-08-01,2021,8,163.31,166.74,165.02,4.39,3.11,3.75
Jharkhand,2021-09-01,2021,9,162.07,167.18,164.63,3.34,3.11,3.23
Jharkhand,2021-10-01,2021,10,162.06,168.14,165.1,3.08,3.43,3.26
Jharkhand,2021-11-01,2021,11,163.73,171.45,167.59,3.89,5.19,4.54
Jharkhand,2021-12-01,2021,12,162.58,172.33,167.46,2.91,5.46,4.18
Jharkhand,2022-01-01,2022,1,164.02,167.69,165.85,3.56,2.35,2.96
Jharkhand,2022-02-01,2022,2,162.85,168.53,165.69,2.58,2.6,2.59
Jharkhand,2022-03-01,2022,3,169.47,178.22,173.85,6.49,8.22,7.35
Jharkhand,2022-04-01,2022,4,169.74,177.52,173.63,6.4,7.51,6.95
Jharkhand,2022-05-01,2022,5,171.04,178.69,174.87,6.95,7.95,7.45
Jharkhand,2022-06-01,2022,6,174.44,179.38,176.91,8.82,8.08,8.45
Jharkhand,2022-07-01,2022,7,174.89,179.94,177.41,8.84,8.14,8.49
Jharkhand,2022-08-01,2022,8,175.15,180.33,177.74,8.74,8.1,8.42
Jharkhand,2022-09-01,2022,9,172.54,181.69,177.11,6.86,8.64,7.75
Jharkhand,2022-10-01,2022,10,172.81,180.71,176.76,6.77,7.78,7.28
Jharkhand,2022-11-01,2022,11,173.26,184.96,179.11,6.79,10.04,8.42
Jharkhand,2022-12-01,2022,12,173.57,185.96,179.76,6.73,10.35,8.54
Jharkhand,2023-01-01,2023,1,174.34,182.54,178.44,6.95,8.05,7.5
Jharkhand,2023-02-01,2023,2,174.94,182.79,178.87,7.06,7.93,7.5
Jharkhand,2023-03-01,2023,3,173.84,182.87,178.35,6.14,7.7,6.92
Jharkhand,2023-04-01,2023,4,175.1,184.23,179.67,6.66,8.23,7.45
Jharkhand,2023-05-01,2023,5,175.42,185.28,180.35,6.6,8.58,7.59
Jharkhand,2023-06-01,2023,6,179.73,185.31,182.52,8.96,8.33,8.65
Jharkhand,2023-07-01,2023,7,172.0,176.46,174.23,4.04,2.9,3.47
Jharkhand,2023-08-01,2023,8,173.38,177.04,175.21,4.63,2.98,3.8
Jharkhand,2023-09-01,2023,9,170.25,177.84,174.05,2.5,3.19,2.84
Jharkhand,2023-10-01,2023,10,171.8,178.44,175.12,3.19,3.28,3.24
Jharkhand,2023-11-01,2023,11,171.9,181.63,176.76,3.01,4.87,3.94
Jharkhand,2023-12-01,2023,12,170.82,182.01,176.41,2.13,4.84,3.48
Jharkhand,2024-01-01,2024,1,171.98,179.24,175.61,2.58,2.99,2.78
Jharkhand,2024-02-01,2024,2,172.17,179.49,175.83,2.46,2.88,2.67
Jharkhand,2024-03-01,2024,3,173.53,180.08,176.81,3.03,2.97,3.0
Jharkhand,2024-04-01,2024,4,173.0,180.71,176.86,2.49,3.08,2.78
Jharkhand,2024-05-01,2024,5,173.05,181.02,177.04,2.28,3.0,2.64
Jharkhand,2024-06-01,2024,6,176.63,181.35,178.99,4.16,2.94,3.55
Jharkhand,2024-07-01,2024,7,176.96,180.96,178.96,4.11,2.48,3.29
Jharkhand,2024-08-01,2024,8,177.62,182.21,179.92,4.27,2.93,3.6
Jharkhand,2024-09-01,2024,9,174.73,182.92,178.83,2.34,3.09,2.71
Jharkhand,2024-10-01,2024,10,175.01,183.19,179.1,2.27,2.99,2.63
Jharkhand,2024-11-01,2024,11,176.57,188.29,182.43,2.94,5.61,4.28
Jharkhand,2024-12-01,2024,12,176.13,187.69,181.91,2.46,5.02,3.74
Jharkhand,2025-01-01,2025,1,176.04,184.05,180.05,2.18,2.74,2.46
Jharkhand,2025-02-01,2025,2,177.01,183.96,180.48,2.51,2.45,2.48
Jharkhand,2025-03-01,2025,3,176.8,185.43,181.11,2.16,3.02,2.59
Jharkhand,2025-04-01,2025,4,178.7,187.0,182.85,3.03,3.65,3.34
Jharkhand,2025-05-01,2025,5,178.97,186.02,182.5,2.96,2.86,2.91
Jharkhand,2025-06-01,2025,6,181.69,185.98,183.84,4.29,2.6,3.44
Jharkhand,2025-07-01,2025,7,180.96,186.83,183.89,3.64,2.83,3.23
Jharkhand,2025-08-01,2025,8,182.19,187.72,184.95,4.11,3.08,3.59
Jharkhand,2025-09-01,2025,9,179.81,186.92,183.37,2.53,2.4,2.46
Jharkhand,2025-10-01,2025,10,179.64,188.25,183.95,2.21,2.89,2.55
Jharkhand,2025-11-01,2025,11,181.16,192.69,186.92,2.84,5.07,3.96
Jharkhand,2025-12-01,2025,12,180.52,193.29,186.91,2.26,5.15,3.7
Jharkhand,2026-01-01,2026,1,181.43,189.52,185.48,2.55,2.87,2.71
Karnataka,2020-01-01,2020,1,156.79,161.07,158.93,6.41,6.43,6.42
Karnataka,2020-02-01,2020,2,158.82,161.87,160.35,6.03,6.0,6.01
Karnataka,2020-03-01,2020,3,153.54,157.16,155.35,5.19,3.31,4.25
Karnataka,2020-04-01,2020,4,153.3,156.67,154.98,5.32,3.27,4.29
Karnataka,2020-05-01,2020,5,153.91,157.44,155.68,3.58,3.6,3.59
Karnataka,2020-06-01,2020,6,155.82,156.77,156.3,4.9,3.34,4.12
Karnataka,2020-07-01,2020,7,161.39,165.52,163.45,5.22,4.62,4.92
Karnataka,2020-08-01,2020,8,163.64,165.84,164.74,3.83,5.85,4.84
Karnataka,2020-09-01,2020,9,161.4,165.7,163.55,6.68,5.56,6.12
Karnataka,2020-10-01,2020,10,162.58,166.17,164.37,5.11,5.49,5.3
Karnataka,2020-11-01,2020,11,165.34,175.42,170.38,5.43,3.12,4.28
Karnataka,2020-12-01,2020,12,165.12,176.33,170.73,5.25,3.14,4.19
Karnataka,2021-01-01,2021,1,167.69,173.54,170.62,7.3,7.6,7.45
Karnataka,2021-02-01,2021,2,163.84,168.88,166.36,4.49,4.34,4.41
Karnataka,2021-03-01,2021,3,162.87,168.33,165.6,3.52,3.63,3.58
Karnataka,2021-04-01,2021,4,165.21,169.83,167.52,4.67,4.19,4.43
Karnataka,2021-05-01,2021,5,164.76,168.71,166.74,4.04,3.14,3.59
Karnataka,2021-06-01,2021,6,167.76,171.54,169.65,5.58,4.5,5.04
Karnataka,2021-07-01,2021,7,169.95,172.27,171.11,6.61,4.58,5.6
Karnataka,2021-08-01,2021,8,168.61,171.14,169.87,5.43,3.53,4.48
Karnataka,2021-09-01,2021,9,167.57,172.08,169.83,4.44,3.74,4.09
Karnataka,2021-10-01,2021,10,167.66,173.41,170.53,4.15,4.18,4.17
Karnataka,2021-11-01,2021,11,167.62,178.08,172.85,3.79,6.62,5.21
Karnataka,2021-12-01,2021,12,167.06,177.81,172.43,3.11,6.09,4.6
Karnataka,2022-01-01,2022,1,169.17,174.65,171.91,4.08,3.86,3.97
Karnataka,2022-02-01,2022,2,169.35,175.29,172.32,3.85,3.88,3.87
Karnataka,2022-03-01,2022,3,175.52,184.03,179.78,7.3,8.69,7.99
Karnataka,2022-04-01,2022,4,176.7,184.91,180.81,7.68,8.84,8.26
Karnataka,2022-05-01,2022,5,176.99,184.69,180.84,7.51,8.35,7.93
Karnataka,2022-06-01,2022,6,182.92,186.18,184.55,10.76,8.85,9.81
Karnataka,2022-07-01,2022,7,181.98,188.38,185.18,9.84,9.77,9.81
Karnataka,2022-08-01,2022,8,183.44,186.78,185.11,10.38,8.48,9.43
Karnataka,2022-09-01,2022,9,178.02,190.5,184.26,6.78,10.27,8.52
Karnataka,2022-10-01,2022,10,179.72,188.71,184.22,7.47,8.87,8.17
Karnataka,2022-11-01,2022,11,181.67,193.5,187.58,8.29,11.27,9.78
Karnataka,2022-12-01,2022,12,180.92,194.86,187.89,7.51,11.68,9.6
Karnataka,2023-01-01,2023,1,180.56,191.48,186.02,6.97,9.38,8.17
Karnataka,2023-02-01,2023,2,182.07,191.44,186.75,7.53,9.0,8.27
Karnataka,2023-03-01,2023,3,183.57,192.64,188.1,8.08,9.33,8.71
Karnataka,2023-04-01,2023,4,183.25,194.51,188.88,7.56,10.03,8.8
Karnataka,2023-05-01,2023,5,184.02,193.18,188.6,7.68,8.93,8.31
Karnataka,2023-06-01,2023,6,189.2,191.97,190.58,10.38,7.9,9.14
Karnataka,2023-07-01,2023,7,180.38,185.41,182.9,4.92,3.88,4.4
Karnataka,2023-08-01,2023,8,181.97,185.75,183.86,5.52,3.73,4.63
Karnataka,2023-09-01,2023,9,179.62,185.79,182.71,3.84,3.42,3.63
Karnataka,2023-10-01,2023,10,181.55,187.53,184.54,4.64,4.06,4.35
Karnataka,2023-11-01,2023,11,179.52,190.82,185.17,3.16,5.55,4.36
Karnataka,2023-12-01,2023,12,181.1,192.31,186.71,3.76,6.03,4.9
Karnataka,2024-01-01,2024,1,182.1,187.07,184.59,4.02,2.82,3.42
Karnataka,2024-02-01,2024,2,182.24,188.8,185.52,3.79,3.45,3.62
Karnataka,2024-03-01,2024,3,180.51,191.14,185.82,2.5,4.4,3.45
Karnataka,2024-04-01,2024,4,182.56,191.43,186.99,3.36,4.23,3.79
Karnataka,2024-05-01,2024,5,182.64,191.81,187.23,3.1,4.11,3.61
Karnataka,2024-06-01,2024,6,186.59,193.25,189.92,5.02,4.57,4.8
Karnataka,2024-07-01,2024,7,189.26,192.88,191.07,6.21,4.05,5.13
Karnataka,2024-08-01,2024,8,187.59,191.88,189.73,4.97,3.19,4.08
Karnataka,2024-09-01,2024,9,185.02,194.18,189.6,3.23,4.1,3.67
Karnataka,2024-10-01,2024,10,186.04,193.94,189.99,3.5,3.66,3.58
Karnataka,2024-11-01,2024,11,186.68,198.35,192.51,3.55,5.69,4.62
Karnataka,2024-12-01,2024,12,188.78,198.63,193.7,4.41,5.52,4.96
Karnataka,2025-01-01,2025,1,188.84,197.02,192.93,4.15,4.34,4.24
Karnataka,2025-02-01,2025,2,188.81,197.24,193.02,3.83,4.14,3.99
Karnataka,2025-03-01,2025,3,186.79,197.03,191.91,2.43,3.72,3.07
Karnataka,2025-04-01,2025,4,189.22,197.6,193.41,3.47,3.71,3.59
Karnataka,2025-05-01,2025,5,190.67,198.07,194.37,3.96,3.64,3.8
Karnataka,2025-06-01,2025,6,193.53,198.38,195.96,5.22,3.49,4.36
Karnataka,2025-07-01,2025,7,193.22,198.17,195.69,4.76,3.07,3.91
Karnataka,2025-08-01,2025,8,193.76,199.73,196.74,4.75,3.57,4.16
Karnataka,2025-09-01,2025,9,192.97,200.15,196.56,4.03,3.49,3.76
Karnataka,2025-10-01,2025,10,190.39,200.49,195.44,2.35,3.35,2.85
Karnataka,2025-11-01,2025,11,192.29,205.01,198.65,3.08,5.37,4.23
Karnataka,2025-12-01,2025,12,192.6,205.15,198.88,2.97,5.13,4.05
Karnataka,2026-01-01,2026,1,193.71,203.59,198.65,3.27,4.03,3.65
Kerala,2020-01-01,2020,1,146.75,151.69,149.22,4.22,3.01,3.61
Kerala,2020-02-01,2020,2,146.97,153.82,150.39,6.43,5.82,6.12
Kerala,2020-03-01,2020,3,143.86,148.31,146.09,5.91,6.51,6.21
Kerala,2020-04-01,2020,4,145.09,148.12,146.61,6.33,3.73,5.03
Kerala,2020-05-01,2020,5,145.12,147.38,146.25,3.52,5.71,4.62
Kerala,2020-06-01,2020,6,146.79,150.22,148.51,3.84,5.88,4.86
Kerala,2020-07-01,2020,7,153.58,157.35,155.46,3.02,3.62,3.32
Kerala,2020-08-01,2020,8,155.4,158.14,156.77,3.47,6.9,5.18
Kerala,2020-09-01,2020,9,151.89,156.87,154.38,6.1,4.84,5.47
Kerala,2020-10-01,2020,10,150.47,158.8,154.63,6.94,6.39,6.66
Kerala,2020-11-01,2020,11,156.61,168.2,162.41,4.11,6.32,5.21
Kerala,2020-12-01,2020,12,156.8,166.93,161.87,6.96,6.86,6.91
Kerala,2021-01-01,2021,1,157.92,163.53,160.73,7.08,7.25,7.16
Kerala,2021-02-01,2021,2,155.78,161.1,158.44,5.21,5.21,5.21
Kerala,2021-03-01,2021,3,157.26,161.92,159.59,5.79,5.3,5.55
Kerala,2021-04-01,2021,4,155.83,162.6,159.22,4.42,5.31,4.87
Kerala,2021-05-01,2021,5,155.97,161.79,158.88,4.11,4.35,4.23
Kerala,2021-06-01,2021,6,158.46,163.3,160.88,5.36,4.89,5.13
Kerala,2021-07-01,2021,7,159.22,163.72,161.47,5.46,4.73,5.09
Kerala,2021-08-01,2021,8,162.82,163.92,163.37,7.43,4.43,5.93
Kerala,2021-09-01,2021,9,161.0,164.93,162.96,5.82,4.64,5.23
Kerala,2021-10-01,2021,10,159.61,165.82,162.71,4.51,4.78,4.64
Kerala,2021-11-01,2021,11,160.44,170.49,165.47,4.65,7.3,5.98
Kerala,2021-12-01,2021,12,159.68,172.61,166.14,3.76,8.2,5.98
Kerala,2022-01-01,2022,1,162.06,167.5,164.78,4.91,4.58,4.74
Kerala,2022-02-01,2022,2,161.4,168.28,164.84,4.09,4.64,4.37
Kerala,2022-03-01,2022,3,168.03,178.15,173.09,7.96,10.34,9.15
Kerala,2022-04-01,2022,4,168.98,178.85,173.92,8.17,10.34,9.25
Kerala,2022-05-01,2022,5,169.28,179.0,174.14,7.96,10.0,8.98
Kerala,2022-06-01,2022,6,173.85,179.67,176.76,10.46,9.97,10.22
Kerala,2022-07-01,2022,7,173.97,180.92,177.45,10.13,10.31,10.22
Kerala,2022-08-01,2022,8,173.45,181.01,177.23,9.4,9.93,9.66
Kerala,2022-09-01,2022,9,174.63,182.61,178.62,9.74,10.47,10.1
Kerala,2022-10-01,2022,10,172.79,183.47,178.13,8.19,10.57,9.38
Kerala,2022-11-01,2022,11,174.08,187.48,180.78,8.59,12.54,10.57
Kerala,2022-12-01,2022,12,175.35,187.68,181.51,8.99,12.24,10.61
Kerala,2023-01-01,2023,1,176.15,184.9,180.53,9.1,10.15,9.62
Kerala,2023-02-01,2023,2,175.17,185.27,180.22,8.1,9.95,9.02
Kerala,2023-03-01,2023,3,176.96,186.18,181.57,8.81,10.07,9.44
Kerala,2023-04-01,2023,4,176.74,186.55,181.65,8.29,9.88,9.08
Kerala,2023-05-01,2023,5,177.26,187.77,182.51,8.22,10.18,9.2
Kerala,2023-06-01,2023,6,182.46,186.78,184.62,11.0,9.19,10.1
Kerala,2023-07-01,2023,7,175.45,178.29,176.87,6.36,3.83,5.1
Kerala,2023-08-01,2023,8,174.51,180.94,177.73,5.42,4.99,5.2
Kerala,2023-09-01,2023,9,172.0,180.49,176.24,3.54,4.34,3.94
Kerala,2023-10-01,2023,10,174.63,181.73,178.18,4.75,4.66,4.71
Kerala,2023-11-01,2023,11,173.24,184.71,178.97,3.56,5.99,4.77
Kerala,2023-12-01,2023,12,174.25,187.02,180.64,3.8,6.92,5.36
Kerala,2024-01-01,2024,1,175.73,183.8,179.77,4.32,4.7,4.51
Kerala,2024-02-01,2024,2,176.47,182.5,179.49,4.4,3.58,3.99
Kerala,2024-03-01,2024,3,176.91,182.82,179.87,4.3,3.39,3.84
Kerala,2024-04-01,2024,4,177.53,184.58,181.06,4.31,4.0,4.16
Kerala,2024-05-01,2024,5,178.59,185.28,181.93,4.57,4.02,4.3
Kerala,2024-06-01,2024,6,181.87,185.8,183.83,6.13,3.94,5.04
Kerala,2024-07-01,2024,7,181.73,187.49,184.61,5.69,4.51,5.1
Kerala,2024-08-01,2024,8,182.4,188.58,185.49,5.72,4.75,5.23
Kerala,2024-09-01,2024,9,180.35,188.04,184.19,4.18,4.07,4.13
Kerala,2024-10-01,2024,10,180.67,187.83,184.25,4.02,3.59,3.8
Kerala,2024-11-01,2024,11,181.2,195.34,188.27,3.97,7.35,5.66
Kerala,2024-12-01,2024,12,182.28,193.42,187.85,4.24,5.92,5.08
Kerala,2025-01-01,2025,1,183.23,190.56,186.9,4.44,3.99,4.22
Kerala,2025-02-01,2025,2,183.71,191.85,187.78,4.36,4.33,4.35
Kerala,2025-03-01,2025,3,183.72,192.26,187.99,4.03,4.2,4.11
Kerala,2025-04-01,2025,4,192.39,200.91,196.65,8.58,8.5,8.54
Kerala,2025-05-01,2025,5,184.41,194.67,189.54,3.73,4.77,4.25
Kerala,2025-06-01,2025,6,188.36,193.62,190.99,5.61,3.85,4.73
Kerala,2025-07-01,2025,7,189.07,194.74,191.91,5.66,4.09,4.88
Kerala,2025-08-01,2025,8,189.41,195.79,192.6,5.51,4.3,4.9
Kerala,2025-09-01,2025,9,187.96,196.61,192.28,4.36,4.38,4.37
Kerala,2025-10-01,2025,10,189.15,198.54,193.85,4.69,5.05,4.87
Kerala,2025-11-01,2025,11,188.22,201.2,194.71,3.84,6.09,4.96
Kerala,2025-12-01,2025,12,188.57,201.79,195.18,3.7,6.04,4.87
Kerala,2026-01-01,2026,1,190.18,198.77,194.47,4.24,4.11,4.18
Madhya Pradesh,2020-01-01,2020,1,159.38,163.58,161.48,5.92,6.45,6.19
Madhya Pradesh,2020-02-01,2020,2,159.61,163.73,161.67,4.01,5.31,4.66
Madhya Pradesh,2020-03-01,2020,3,155.95,157.76,156.86,5.21,3.29,4.25
Madhya Pradesh,2020-04-01,2020,4,154.64,156.79,155.71,6.49,6.5,6.5
Madhya Pradesh,2020-05-01,2020,5,153.94,157.05,155.49,4.31,5.57,4.94
Madhya Pradesh,2020-06-01,2020,6,159.38,159.33,159.35,6.76,6.34,6.55
Madhya Pradesh,2020-07-01,2020,7,163.91,164.4,164.16,3.35,6.82,5.08
Madhya Pradesh,2020-08-01,2020,8,165.23,165.13,165.18,3.22,3.46,3.34
Madhya Pradesh,2020-09-01,2020,9,162.84,169.22,166.03,3.93,6.15,5.04
Madhya Pradesh,2020-10-01,2020,10,162.46,167.31,164.88,4.9,6.45,5.68
Madhya Pradesh,2020-11-01,2020,11,166.49,176.18,171.33,5.12,5.99,5.55
Madhya Pradesh,2020-12-01,2020,12,169.13,178.73,173.93,3.49,5.03,4.26
Madhya Pradesh,2021-01-01,2021,1,166.2,175.17,170.68,5.02,7.3,6.16
Madhya Pradesh,2021-02-01,2021,2,164.94,169.47,167.21,3.92,3.48,3.7
Madhya Pradesh,2021-03-01,2021,3,166.48,167.8,167.14,4.57,2.13,3.35
Madhya Pradesh,2021-04-01,2021,4,165.37,172.01,168.69,3.57,4.36,3.97
Madhya Pradesh,2021-05-01,2021,5,164.41,173.32,168.87,2.66,4.83,3.74
Madhya Pradesh,2021-06-01,2021,6,169.66,171.19,170.42,5.62,3.21,4.42
Madhya Pradesh,2021-07-01,2021,7,168.39,171.68,170.03,4.53,3.18,3.86
Madhya Pradesh,2021-08-01,2021,8,169.88,173.23,171.55,5.14,3.79,4.47
Madhya Pradesh,2021-09-01,2021,9,168.14,173.98,171.06,3.76,3.92,3.84
Madhya Pradesh,2021-10-01,2021,10,168.43,174.11,171.27,3.64,3.67,3.66
Madhya Pradesh,2021-11-01,2021,11,169.69,177.07,173.38,4.11,5.11,4.61
Madhya Pradesh,2021-12-01,2021,12,168.87,178.49,173.68,3.31,5.62,4.47
Madhya Pradesh,2022-01-01,2022,1,168.88,175.79,172.33,3.02,3.7,3.36
Madhya Pradesh,2022-02-01,2022,2,170.1,175.55,172.82,3.46,3.25,3.35
Madhya Pradesh,2022-03-01,2022,3,177.54,186.81,182.17,7.68,9.53,8.6
Madhya Pradesh,2022-04-01,2022,4,178.91,184.74,181.82,8.19,7.99,8.09
Madhya Pradesh,2022-05-01,2022,5,175.68,186.87,181.27,5.94,8.9,7.42
Madhya Pradesh,2022-06-01,2022,6,180.77,187.99,184.38,8.69,9.23,8.96
Madhya Pradesh,2022-07-01,2022,7,181.91,188.01,184.96,9.07,8.91,8.99
Madhya Pradesh,2022-08-01,2022,8,183.75,188.75,186.25,9.86,9.01,9.43
Madhya Pradesh,2022-09-01,2022,9,179.82,190.5,185.16,7.21,9.69,8.45
Madhya Pradesh,2022-10-01,2022,10,180.48,189.14,184.81,7.3,8.58,7.94
Madhya Pradesh,2022-11-01,2022,11,180.82,193.87,187.35,7.2,10.96,9.08
Madhya Pradesh,2022-12-01,2022,12,182.23,194.8,188.52,7.73,11.16,9.45
Madhya Pradesh,2023-01-01,2023,1,182.14,190.03,186.08,7.38,8.12,7.75
Madhya Pradesh,2023-02-01,2023,2,183.17,192.29,187.73,7.68,9.08,8.38
Madhya Pradesh,2023-03-01,2023,3,182.06,191.66,186.86,6.74,8.4,7.57
Madhya Pradesh,2023-04-01,2023,4,184.27,192.26,188.26,7.73,8.42,8.08
Madhya Pradesh,2023-05-01,2023,5,180.62,193.86,187.24,5.31,9.0,7.16
Madhya Pradesh,2023-06-01,2023,6,186.46,194.19,190.33,8.41,8.87,8.64
Madhya Pradesh,2023-07-01,2023,7,184.01,186.05,185.03,6.7,4.0,5.35
Madhya Pradesh,2023-08-01,2023,8,180.46,185.67,183.07,4.35,3.49,3.92
Madhya Pradesh,2023-09-01,2023,9,178.36,186.34,182.35,2.86,3.56,3.21
Madhya Pradesh,2023-10-01,2023,10,181.12,186.82,183.97,4.16,3.53,3.85
Madhya Pradesh,2023-11-01,2023,11,180.54,190.07,185.3,3.55,5.03,4.29
Madhya Pradesh,2023-12-01,2023,12,181.25,190.94,186.1,3.67,5.21,4.44
Madhya Pradesh,2024-01-01,2024,1,180.22,190.4,185.31,2.8,4.61,3.71
Madhya Pradesh,2024-02-01,2024,2,182.07,188.32,185.19,3.58,3.17,3.37
Madhya Pradesh,2024-03-01,2024,3,182.88,190.65,186.77,3.76,4.15,3.96
Madhya Pradesh,2024-04-01,2024,4,184.1,188.47,186.28,4.17,2.66,3.42
Madhya Pradesh,2024-05-01,2024,5,184.36,190.49,187.43,4.04,3.48,3.76
Madhya Pradesh,2024-06-01,2024,6,186.44,190.81,188.63,4.93,3.36,4.15
Madhya Pradesh,2024-07-01,2024,7,185.74,191.66,188.7,4.26,3.52,3.89
Madhya Pradesh,2024-08-01,2024,8,186.49,192.27,189.38,4.4,3.56,3.98
Madhya Pradesh,2024-09-01,2024,9,185.29,193.45,189.37,3.46,3.91,3.68
Madhya Pradesh,2024-10-01,2024,10,185.72,192.75,189.24,3.42,3.24,3.33
Madhya Pradesh,2024-11-01,2024,11,188.05,198.03,193.04,4.45,5.77,5.11
Madhya Pradesh,2024-12-01,2024,12,184.06,196.92,190.49,1.97,4.89,3.43
Madhya Pradesh,2025-01-01,2025,1,188.08,191.83,189.96,3.92,1.9,2.91
Madhya Pradesh,2025-02-01,2025,2,188.27,195.65,191.96,3.75,3.64,3.69
Madhya Pradesh,2025-03-01,2025,3,187.27,194.46,190.86,2.93,2.72,2.83
Madhya Pradesh,2025-04-01,2025,4,187.97,196.98,192.47,3.05,3.77,3.41
Madhya Pradesh,2025-05-01,2025,5,189.03,197.35,193.19,3.36,3.68,3.52
Madhya Pradesh,2025-06-01,2025,6,192.57,196.23,194.4,5.02,2.81,3.92
Madhya Pradesh,2025-07-01,2025,7,192.85,197.63,195.24,4.91,3.26,4.08
Madhya Pradesh,2025-08-01,2025,8,194.79,197.76,196.27,5.69,3.05,4.37
Madhya Pradesh,2025-09-01,2025,9,190.39,198.55,194.47,3.04,3.18,3.11
Madhya Pradesh,2025-10-01,2025,10,193.0,200.47,196.73,4.18,3.9,4.04
Madhya Pradesh,2025-11-01,2025,11,193.78,203.31,198.54,4.34,5.08,4.71
Madhya Pradesh,2025-12-01,2025,12,191.49,204.29,197.89,2.84,5.31,4.07
Madhya Pradesh,2026-01-01,2026,1,192.55,200.16,196.36,3.15,2.9,3.03
Maharashtra,2020-01-01,2020,1,151.49,155.59,153.54,5.66,4.44,5.05
Maharashtra,2020-02-01,2020,2,150.75,156.32,153.53,5.43,3.81,4.62
Maharashtra,2020-03-01,2020,3,146.59,149.22,147.9,3.01,5.56,4.28
Maharashtra,2020-04-01,2020,4,147.72,150.62,149.17,6.03,3.54,4.78
Maharashtra,2020-05-01,2020,5,149.14,150.5,149.82,4.91,6.04,5.47
Maharashtra,2020-06-01,2020,6,149.77,151.46,150.62,3.08,6.46,4.77
Maharashtra,2020-07-01,2020,7,154.73,158.63,156.68,5.39,4.14,4.77
Maharashtra,2020-08-01,2020,8,156.92,158.31,157.62,4.01,5.44,4.72
Maharashtra,2020-09-01,2020,9,154.29,158.58,156.44,5.78,6.59,6.19
Maharashtra,2020-10-01,2020,10,153.95,159.66,156.81,4.19,4.89,4.54
Maharashtra,2020-11-01,2020,11,157.9,170.07,163.99,6.52,5.22,5.87
Maharashtra,2020-12-01,2020,12,157.7,168.34,163.02,5.64,6.05,5.84
Maharashtra,2021-01-01,2021,1,158.61,165.64,162.12,5.75,6.87,6.31
Maharashtra,2021-02-01,2021,2,156.86,161.17,159.01,4.25,3.64,3.94
Maharashtra,2021-03-01,2021,3,156.35,161.77,159.06,3.57,3.67,3.62
Maharashtra,2021-04-01,2021,4,155.98,163.58,159.78,3.0,4.47,3.73
Maharashtra,2021-05-01,2021,5,157.96,164.24,161.1,3.97,4.54,4.25
Maharashtra,2021-06-01,2021,6,160.5,163.99,162.25,5.31,4.02,4.67
Maharashtra,2021-07-01,2021,7,161.39,164.14,162.76,5.56,3.76,4.66
