feature,reason,path,session_timestamp
spawn_agents_on_csv / sub-agents,Batch-like task with high call volume and no fan-out delegation.,sessions/2025/10/03/rollout-2025-10-03T15-43-51-0199a906-fdb7-77f1-ac0e-7c1e05bde557.jsonl,2025-10-03T07:43:51.735Z
parallel tool calls,Session performs repeated sequential read-only shell calls.,sessions/2025/10/03/rollout-2025-10-03T17-16-19-0199a95b-a489-73e2-9f76-009d9546bf3a.jsonl,2025-10-03T09:16:19.465Z
parallel tool calls,Session performs repeated sequential read-only shell calls.,sessions/2025/10/03/rollout-2025-10-03T18-12-31-0199a98f-19fe-7233-be85-04da127f038a.jsonl,2025-10-03T10:12:31.870Z
apply_patch,Multiple shell-based file edits where structured patching could reduce risk.,sessions/2025/10/03/rollout-2025-10-03T18-12-31-0199a98f-19fe-7233-be85-04da127f038a.jsonl,2025-10-03T10:12:31.870Z
request_user_input,Repeated permission/approval friction without explicit user choice collection.,sessions/2025/10/03/rollout-2025-10-03T18-34-39-0199a9a3-5cdc-7220-b31b-3e820f11a47e.jsonl,2025-10-03T10:34:39.708Z
request_user_input,Repeated permission/approval friction without explicit user choice collection.,sessions/2025/10/04/rollout-2025-10-04T10-05-46-0199acf7-d379-7fb2-b271-37a0911eadcc.jsonl,2025-10-04T02:05:46.746Z
request_user_input,Repeated permission/approval friction without explicit user choice collection.,sessions/2025/10/04/rollout-2025-10-04T10-47-22-0199ad1d-e816-72f1-b320-18daba0c3868.jsonl,2025-10-04T02:47:22.390Z
request_user_input,Repeated permission/approval friction without explicit user choice collection.,sessions/2025/10/04/rollout-2025-10-04T13-02-18-0199ad99-6fb1-7fa3-a412-6533741a9f71.jsonl,2025-10-04T05:02:18.033Z
parallel tool calls,Session performs repeated sequential read-only shell calls.,sessions/2025/10/04/rollout-2025-10-04T13-21-03-0199adaa-9b7c-7ba2-b157-b6535dbdd587.jsonl,2025-10-04T05:21:03.356Z
parallel tool calls,Session performs repeated sequential read-only shell calls.,sessions/2025/10/04/rollout-2025-10-04T13-35-23-0199adb7-bb94-75f1-8a5e-39b64c2fd505.jsonl,2025-10-04T05:35:23.540Z
parallel tool calls,Session performs repeated sequential read-only shell calls.,sessions/2025/10/04/rollout-2025-10-04T13-45-42-0199adc1-2e7e-7432-84f3-14cc681aa75b.jsonl,2025-10-04T05:45:42.783Z
spawn_agents_on_csv / sub-agents,Batch-like task with high call volume and no fan-out delegation.,sessions/2025/10/04/rollout-2025-10-04T13-45-42-0199adc1-2e7e-7432-84f3-14cc681aa75b.jsonl,2025-10-04T05:45:42.783Z
parallel tool calls,Session performs repeated sequential read-only shell calls.,sessions/2025/10/04/rollout-2025-10-04T14-48-15-0199adfa-7366-7cf3-b80e-e15ec9f4e9d0.jsonl,2025-10-04T06:48:15.974Z
planning mode / update_plan,High tool-call complexity with no explicit plan tracking.,sessions/2025/10/04/rollout-2025-10-04T14-48-15-0199adfa-7366-7cf3-b80e-e15ec9f4e9d0.jsonl,2025-10-04T06:48:15.974Z
request_user_input,Repeated permission/approval friction without explicit user choice collection.,sessions/2025/10/04/rollout-2025-10-04T14-48-15-0199adfa-7366-7cf3-b80e-e15ec9f4e9d0.jsonl,2025-10-04T06:48:15.974Z
parallel tool calls,Session performs repeated sequential read-only shell calls.,sessions/2025/10/04/rollout-2025-10-04T17-13-04-0199ae7f-07e6-7490-9a82-a66dabe12cc7.jsonl,2025-10-04T09:13:04.742Z
request_user_input,Repeated permission/approval friction without explicit user choice collection.,sessions/2025/10/04/rollout-2025-10-04T17-13-04-0199ae7f-07e6-7490-9a82-a66dabe12cc7.jsonl,2025-10-04T09:13:04.742Z
parallel tool calls,Session performs repeated sequential read-only shell calls.,sessions/2025/10/04/rollout-2025-10-04T18-02-25-0199aeac-3730-70e1-98c6-ca910fdf4996.jsonl,2025-10-04T10:02:25.968Z
parallel tool calls,Session performs repeated sequential read-only shell calls.,sessions/2025/10/05/rollout-2025-10-05T11-22-52-0199b264-c5eb-7ca1-a3ec-06df0ba8ae5d.jsonl,2025-10-05T03:22:52.779Z
image input/view_image,Task appears image/UI-heavy with no image tool usage.,sessions/2025/10/05/rollout-2025-10-05T11-22-52-0199b264-c5eb-7ca1-a3ec-06df0ba8ae5d.jsonl,2025-10-05T03:22:52.779Z
request_user_input,Repeated permission/approval friction without explicit user choice collection.,sessions/2025/10/05/rollout-2025-10-05T11-22-52-0199b264-c5eb-7ca1-a3ec-06df0ba8ae5d.jsonl,2025-10-05T03:22:52.779Z
parallel tool calls,Session performs repeated sequential read-only shell calls.,sessions/2025/10/06/rollout-2025-10-06T10-20-45-0199b752-41bf-71e1-b628-af79aa643512.jsonl,2025-10-06T02:20:45.375Z
request_user_input,Repeated permission/approval friction without explicit user choice collection.,sessions/2025/10/06/rollout-2025-10-06T10-20-45-0199b752-41bf-71e1-b628-af79aa643512.jsonl,2025-10-06T02:20:45.375Z
apply_patch,Multiple shell-based file edits where structured patching could reduce risk.,sessions/2025/10/06/rollout-2025-10-06T10-20-45-0199b752-41bf-71e1-b628-af79aa643512.jsonl,2025-10-06T02:20:45.375Z
parallel tool calls,Session performs repeated sequential read-only shell calls.,sessions/2025/10/06/rollout-2025-10-06T10-28-33-0199b759-67a2-7481-a6ea-d43c615bcb5a.jsonl,2025-10-06T02:28:33.826Z
parallel tool calls,Session performs repeated sequential read-only shell calls.,sessions/2025/10/06/rollout-2025-10-06T11-56-06-0199b7a9-8eb0-78e3-a4c1-f81d8a337912.jsonl,2025-10-06T03:56:06.704Z
request_user_input,Repeated permission/approval friction without explicit user choice collection.,sessions/2025/10/08/rollout-2025-10-08T17-37-06-0199c32e-7851-7902-b153-df4e131c0412.jsonl,2025-10-08T09:37:06.641Z
parallel tool calls,Session performs repeated sequential read-only shell calls.,sessions/2025/10/14/rollout-2025-10-14T21-47-55-0199e2fa-4206-7f03-b08f-8ef717b9344a.jsonl,2025-10-14T13:47:55.782Z
parallel tool calls,Session performs repeated sequential read-only shell calls.,sessions/2025/10/14/rollout-2025-10-14T22-54-14-0199e336-f635-7ae2-af7c-c384bfca4ce2.jsonl,2025-10-14T14:54:14.069Z
parallel tool calls,Session performs repeated sequential read-only shell calls.,sessions/2025/10/14/rollout-2025-10-14T23-36-55-0199e35e-09f9-7a73-bc85-e505b4c6056d.jsonl,2025-10-14T15:36:55.033Z
parallel tool calls,Session performs repeated sequential read-only shell calls.,sessions/2025/10/15/rollout-2025-10-15T08-18-13-0199e53b-508c-7051-acc6-32313c1ac551.jsonl,2025-10-15T00:18:13.772Z
parallel tool calls,Session performs repeated sequential read-only shell calls.,sessions/2025/10/15/rollout-2025-10-15T11-06-34-0199e5d5-700c-7473-b4f8-911ecbcc6428.jsonl,2025-10-15T03:06:34.380Z
parallel tool calls,Session performs repeated sequential read-only shell calls.,sessions/2025/10/15/rollout-2025-10-15T11-14-10-0199e5dc-6722-7ba1-b867-2c78cc47b169.jsonl,2025-10-15T03:14:10.850Z
parallel tool calls,Session performs repeated sequential read-only shell calls.,sessions/2025/10/15/rollout-2025-10-15T13-53-39-0199e66e-6744-7533-ac77-44e61a83b8f5.jsonl,2025-10-15T05:53:39.140Z
parallel tool calls,Session performs repeated sequential read-only shell calls.,sessions/2025/10/15/rollout-2025-10-15T15-20-04-0199e6bd-86a1-7581-ba14-7dfde7eb8695.jsonl,2025-10-15T07:20:04.513Z
parallel tool calls,Session performs repeated sequential read-only shell calls.,sessions/2025/10/15/rollout-2025-10-15T15-23-26-0199e6c0-9d2e-78c2-9e92-054b2dbb62dd.jsonl,2025-10-15T07:23:26.894Z
parallel tool calls,Session performs repeated sequential read-only shell calls.,sessions/2025/10/15/rollout-2025-10-15T15-41-42-0199e6d1-5440-7912-832d-5c7601af7f73.jsonl,2025-10-15T07:41:42.336Z
parallel tool calls,Session performs repeated sequential read-only shell calls.,sessions/2025/10/15/rollout-2025-10-15T16-02-18-0199e6e4-320f-72a2-8b46-b62cf1ac2d89.jsonl,2025-10-15T08:02:18.767Z
request_user_input,Repeated permission/approval friction without explicit user choice collection.,sessions/2025/10/15/rollout-2025-10-15T16-02-18-0199e6e4-320f-72a2-8b46-b62cf1ac2d89.jsonl,2025-10-15T08:02:18.767Z
parallel tool calls,Session performs repeated sequential read-only shell calls.,sessions/2025/10/15/rollout-2025-10-15T16-09-00-0199e6ea-51a9-7013-b086-49a376cb16f2.jsonl,2025-10-15T08:09:00.073Z
parallel tool calls,Session performs repeated sequential read-only shell calls.,sessions/2025/10/15/rollout-2025-10-15T16-20-21-0199e6f4-b79d-7953-82be-7604ead81de2.jsonl,2025-10-15T08:20:21.533Z
parallel tool calls,Session performs repeated sequential read-only shell calls.,sessions/2025/10/16/rollout-2025-10-16T08-17-32-0199ea61-0a06-7332-ad7b-2881be6b4824.jsonl,2025-10-16T00:17:32.167Z
sub-agents / awaiter,Long-running command executed without delegation/awaiter pattern.,sessions/2025/10/16/rollout-2025-10-16T08-17-32-0199ea61-0a06-7332-ad7b-2881be6b4824.jsonl,2025-10-16T00:17:32.167Z
request_user_input,Repeated permission/approval friction without explicit user choice collection.,sessions/2025/10/16/rollout-2025-10-16T08-17-32-0199ea61-0a06-7332-ad7b-2881be6b4824.jsonl,2025-10-16T00:17:32.167Z
parallel tool calls,Session performs repeated sequential read-only shell calls.,sessions/2025/10/16/rollout-2025-10-16T08-24-19-0199ea67-40a4-7291-ac8b-f3cb2375f42d.jsonl,2025-10-16T00:24:19.364Z
parallel tool calls,Session performs repeated sequential read-only shell calls.,sessions/2025/10/16/rollout-2025-10-16T11-12-20-0199eb01-14ed-7ae2-a68e-e62a688a1922.jsonl,2025-10-16T03:12:20.717Z
parallel tool calls,Session performs repeated sequential read-only shell calls.,sessions/2025/10/17/rollout-2025-10-17T07-41-59-0199ef66-db0e-77f1-af7a-6ad0cb6cfe59.jsonl,2025-10-16T23:41:59.438Z
parallel tool calls,Session performs repeated sequential read-only shell calls.,sessions/2025/10/17/rollout-2025-10-17T08-03-36-0199ef7a-a523-76c2-9768-e1b9e76e5ab3.jsonl,2025-10-17T00:03:36.355Z
parallel tool calls,Session performs repeated sequential read-only shell calls.,sessions/2025/10/17/rollout-2025-10-17T10-31-58-0199f002-7b02-7ee2-af84-814fa7068f67.jsonl,2025-10-17T02:31:58.466Z
request_user_input,Repeated permission/approval friction without explicit user choice collection.,sessions/2025/10/17/rollout-2025-10-17T10-31-58-0199f002-7b02-7ee2-af84-814fa7068f67.jsonl,2025-10-17T02:31:58.466Z
request_user_input,Repeated permission/approval friction without explicit user choice collection.,sessions/2025/10/17/rollout-2025-10-17T11-33-35-0199f03a-e36e-7430-b62a-a7ffbb402c44.jsonl,2025-10-17T03:33:35.214Z
apply_patch,Multiple shell-based file edits where structured patching could reduce risk.,sessions/2025/10/17/rollout-2025-10-17T11-33-35-0199f03a-e36e-7430-b62a-a7ffbb402c44.jsonl,2025-10-17T03:33:35.214Z
parallel tool calls,Session performs repeated sequential read-only shell calls.,sessions/2025/10/17/rollout-2025-10-17T11-35-08-0199f03c-515f-7ba1-9455-75b5863aea82.jsonl,2025-10-17T03:35:08.895Z
request_user_input,Repeated permission/approval friction without explicit user choice collection.,sessions/2025/10/17/rollout-2025-10-17T11-35-08-0199f03c-515f-7ba1-9455-75b5863aea82.jsonl,2025-10-17T03:35:08.895Z
parallel tool calls,Session performs repeated sequential read-only shell calls.,sessions/2025/10/17/rollout-2025-10-17T11-50-44-0199f04a-9696-72c0-af82-88d568fc45e1.jsonl,2025-10-17T03:50:44.118Z
spawn_agents_on_csv / sub-agents,Batch-like task with high call volume and no fan-out delegation.,sessions/2025/10/17/rollout-2025-10-17T11-50-44-0199f04a-9696-72c0-af82-88d568fc45e1.jsonl,2025-10-17T03:50:44.118Z
parallel tool calls,Session performs repeated sequential read-only shell calls.,sessions/2025/10/17/rollout-2025-10-17T11-56-03-0199f04f-7523-70f3-8d14-57fe1d2fca8d.jsonl,2025-10-17T03:56:03.235Z
parallel tool calls,Session performs repeated sequential read-only shell calls.,sessions/2025/10/17/rollout-2025-10-17T11-56-34-0199f04f-ee43-76b0-8b13-5270bfb6c401.jsonl,2025-10-17T03:56:34.244Z
planning mode / update_plan,High tool-call complexity with no explicit plan tracking.,sessions/2025/10/17/rollout-2025-10-17T11-56-34-0199f04f-ee43-76b0-8b13-5270bfb6c401.jsonl,2025-10-17T03:56:34.244Z
parallel tool calls,Session performs repeated sequential read-only shell calls.,sessions/2025/10/17/rollout-2025-10-17T11-58-59-0199f052-2773-7e32-b3d4-55267270e4f2.jsonl,2025-10-17T03:58:59.956Z
sub-agents / awaiter,Long-running command executed without delegation/awaiter pattern.,sessions/2025/10/17/rollout-2025-10-17T11-58-59-0199f052-2773-7e32-b3d4-55267270e4f2.jsonl,2025-10-17T03:58:59.956Z
request_user_input,Repeated permission/approval friction without explicit user choice collection.,sessions/2025/10/17/rollout-2025-10-17T11-58-59-0199f052-2773-7e32-b3d4-55267270e4f2.jsonl,2025-10-17T03:58:59.956Z
parallel tool calls,Session performs repeated sequential read-only shell calls.,sessions/2025/10/17/rollout-2025-10-17T12-00-13-0199f053-472a-7f53-80dc-5ed79a65ad05.jsonl,2025-10-17T04:00:13.610Z
parallel tool calls,Session performs repeated sequential read-only shell calls.,sessions/2025/10/17/rollout-2025-10-17T12-03-54-0199f056-a6bd-7332-a65c-30ef516c3720.jsonl,2025-10-17T04:03:54.685Z
sub-agents / awaiter,Long-running command executed without delegation/awaiter pattern.,sessions/2025/10/17/rollout-2025-10-17T12-03-54-0199f056-a6bd-7332-a65c-30ef516c3720.jsonl,2025-10-17T04:03:54.685Z
request_user_input,Repeated permission/approval friction without explicit user choice collection.,sessions/2025/10/17/rollout-2025-10-17T12-03-54-0199f056-a6bd-7332-a65c-30ef516c3720.jsonl,2025-10-17T04:03:54.685Z
apply_patch,Multiple shell-based file edits where structured patching could reduce risk.,sessions/2025/10/17/rollout-2025-10-17T12-03-54-0199f056-a6bd-7332-a65c-30ef516c3720.jsonl,2025-10-17T04:03:54.685Z
planning mode / update_plan,High tool-call complexity with no explicit plan tracking.,sessions/2025/10/17/rollout-2025-10-17T12-06-04-0199f058-a1ad-7b40-8403-e57df32fc9bd.jsonl,2025-10-17T04:06:04.461Z
parallel tool calls,Session performs repeated sequential read-only shell calls.,sessions/2025/10/17/rollout-2025-10-17T12-16-49-0199f062-782b-7481-ad6f-98895a6e41f7.jsonl,2025-10-17T04:16:49.195Z
planning mode / update_plan,High tool-call complexity with no explicit plan tracking.,sessions/2025/10/17/rollout-2025-10-17T12-16-49-0199f062-782b-7481-ad6f-98895a6e41f7.jsonl,2025-10-17T04:16:49.195Z
request_user_input,Repeated permission/approval friction without explicit user choice collection.,sessions/2025/10/17/rollout-2025-10-17T12-16-49-0199f062-782b-7481-ad6f-98895a6e41f7.jsonl,2025-10-17T04:16:49.195Z
spawn_agents_on_csv / sub-agents,Batch-like task with high call volume and no fan-out delegation.,sessions/2025/10/17/rollout-2025-10-17T12-16-49-0199f062-782b-7481-ad6f-98895a6e41f7.jsonl,2025-10-17T04:16:49.195Z
parallel tool calls,Session performs repeated sequential read-only shell calls.,sessions/2025/10/17/rollout-2025-10-17T14-21-20-0199f0d4-798d-70b0-8c78-b6ec6b24badf.jsonl,2025-10-17T06:21:20.653Z
planning mode / update_plan,High tool-call complexity with no explicit plan tracking.,sessions/2025/10/17/rollout-2025-10-17T14-21-20-0199f0d4-798d-70b0-8c78-b6ec6b24badf.jsonl,2025-10-17T06:21:20.653Z
request_user_input,Repeated permission/approval friction without explicit user choice collection.,sessions/2025/10/17/rollout-2025-10-17T14-21-20-0199f0d4-798d-70b0-8c78-b6ec6b24badf.jsonl,2025-10-17T06:21:20.653Z
parallel tool calls,Session performs repeated sequential read-only shell calls.,sessions/2025/10/18/rollout-2025-10-18T11-18-11-0199f553-28f2-7103-bfcc-a0c73c1e3d31.jsonl,2025-10-18T03:18:11.954Z
parallel tool calls,Session performs repeated sequential read-only shell calls.,sessions/2025/10/18/rollout-2025-10-18T11-52-02-0199f729-999e-7970-bf31-e4bea0047f2d.jsonl,2025-10-18T11:52:02.718Z
request_user_input,Repeated permission/approval friction without explicit user choice collection.,sessions/2025/10/18/rollout-2025-10-18T11-52-02-0199f729-999e-7970-bf31-e4bea0047f2d.jsonl,2025-10-18T11:52:02.718Z
parallel tool calls,Session performs repeated sequential read-only shell calls.,sessions/2025/10/19/rollout-2025-10-19T07-20-00-0199fb56-e7e5-72c2-a216-85bae27ac6a0.jsonl,2025-10-19T07:20:00.741Z
parallel tool calls,Session performs repeated sequential read-only shell calls.,sessions/2025/10/19/rollout-2025-10-19T07-52-13-0199fb74-65b2-74c3-a8b3-5f7e1caff970.jsonl,2025-10-19T07:52:13.490Z
image input/view_image,Task appears image/UI-heavy with no image tool usage.,sessions/2025/10/19/rollout-2025-10-19T07-52-13-0199fb74-65b2-74c3-a8b3-5f7e1caff970.jsonl,2025-10-19T07:52:13.490Z
parallel tool calls,Session performs repeated sequential read-only shell calls.,sessions/2025/10/19/rollout-2025-10-19T09-33-34-0199fa19-bd5a-7e31-ab4a-5bf28fdfc7b9.jsonl,2025-10-19T01:33:34.938Z
spawn_agents_on_csv / sub-agents,Batch-like task with high call volume and no fan-out delegation.,sessions/2025/10/19/rollout-2025-10-19T09-33-34-0199fa19-bd5a-7e31-ab4a-5bf28fdfc7b9.jsonl,2025-10-19T01:33:34.938Z
parallel tool calls,Session performs repeated sequential read-only shell calls.,sessions/2025/10/19/rollout-2025-10-19T11-12-10-0199fa74-0131-7923-b70e-7c8147b89a79.jsonl,2025-10-19T03:12:10.545Z
parallel tool calls,Session performs repeated sequential read-only shell calls.,sessions/2025/10/19/rollout-2025-10-19T20-34-08-0199fc76-7ee1-7d73-82b2-938af2294331.jsonl,2025-10-19T12:34:08.225Z
sub-agents / awaiter,Long-running command executed without delegation/awaiter pattern.,sessions/2025/10/19/rollout-2025-10-19T20-34-08-0199fc76-7ee1-7d73-82b2-938af2294331.jsonl,2025-10-19T12:34:08.225Z
parallel tool calls,Session performs repeated sequential read-only shell calls.,sessions/2025/10/19/rollout-2025-10-19T20-55-44-0199fc8a-44ac-7333-a855-104e69eba032.jsonl,2025-10-19T12:55:44.044Z
parallel tool calls,Session performs repeated sequential read-only shell calls.,sessions/2025/10/20/rollout-2025-10-20T12-02-34-0199ffc8-8305-73a1-bde9-ca15bd4aae1d.jsonl,2025-10-20T04:02:34.885Z
spawn_agents_on_csv / sub-agents,Batch-like task with high call volume and no fan-out delegation.,sessions/2025/10/20/rollout-2025-10-20T12-02-34-0199ffc8-8305-73a1-bde9-ca15bd4aae1d.jsonl,2025-10-20T04:02:34.885Z
parallel tool calls,Session performs repeated sequential read-only shell calls.,sessions/2025/10/20/rollout-2025-10-20T12-40-27-0199ffeb-3118-76f0-89d5-d4df7b47d604.jsonl,2025-10-20T04:40:27.672Z
sub-agents / awaiter,Long-running command executed without delegation/awaiter pattern.,sessions/2025/10/20/rollout-2025-10-20T12-40-27-0199ffeb-3118-76f0-89d5-d4df7b47d604.jsonl,2025-10-20T04:40:27.672Z
request_user_input,Repeated permission/approval friction without explicit user choice collection.,sessions/2025/10/20/rollout-2025-10-20T12-40-27-0199ffeb-3118-76f0-89d5-d4df7b47d604.jsonl,2025-10-20T04:40:27.672Z
parallel tool calls,Session performs repeated sequential read-only shell calls.,sessions/2025/10/20/rollout-2025-10-20T13-21-55-019a0011-25db-76e3-b3f2-35d6a0eee847.jsonl,2025-10-20T05:21:55.163Z
request_user_input,Repeated permission/approval friction without explicit user choice collection.,sessions/2025/10/20/rollout-2025-10-20T13-21-55-019a0011-25db-76e3-b3f2-35d6a0eee847.jsonl,2025-10-20T05:21:55.163Z
parallel tool calls,Session performs repeated sequential read-only shell calls.,sessions/2025/10/20/rollout-2025-10-20T13-52-01-019a002c-b76e-7663-bf78-7a1a252804bd.jsonl,2025-10-20T05:52:01.902Z
parallel tool calls,Session performs repeated sequential read-only shell calls.,sessions/2025/10/20/rollout-2025-10-20T14-23-11-019a0049-3f99-7d60-8cc8-2f203c1c9947.jsonl,2025-10-20T06:23:11.769Z
planning mode / update_plan,High tool-call complexity with no explicit plan tracking.,sessions/2025/10/20/rollout-2025-10-20T14-23-11-019a0049-3f99-7d60-8cc8-2f203c1c9947.jsonl,2025-10-20T06:23:11.769Z
parallel tool calls,Session performs repeated sequential read-only shell calls.,sessions/2025/10/20/rollout-2025-10-20T14-41-00-019a0059-8d9f-7380-a871-33954e7c5638.jsonl,2025-10-20T06:41:00.319Z
parallel tool calls,Session performs repeated sequential read-only shell calls.,sessions/2025/10/20/rollout-2025-10-20T15-52-59-019a009b-7627-7980-a50f-1bad2cc93b6c.jsonl,2025-10-20T07:52:59.688Z
planning mode / update_plan,High tool-call complexity with no explicit plan tracking.,sessions/2025/10/20/rollout-2025-10-20T15-52-59-019a009b-7627-7980-a50f-1bad2cc93b6c.jsonl,2025-10-20T07:52:59.688Z
parallel tool calls,Session performs repeated sequential read-only shell calls.,sessions/2025/10/20/rollout-2025-10-20T17-37-00-019a00fa-af44-7aa2-bfc8-0f47e36154fd.jsonl,2025-10-20T09:37:00.228Z
parallel tool calls,Session performs repeated sequential read-only shell calls.,sessions/2025/10/21/rollout-2025-10-21T11-32-41-019a04d3-821c-7e23-9d51-c2b8f146738c.jsonl,2025-10-21T03:32:41.628Z
parallel tool calls,Session performs repeated sequential read-only shell calls.,sessions/2025/10/21/rollout-2025-10-21T13-36-54-019a0545-39b6-7f62-8a59-aa6f40deaa99.jsonl,2025-10-21T05:36:54.198Z
parallel tool calls,Session performs repeated sequential read-only shell calls.,sessions/2025/10/22/rollout-2025-10-22T07-41-26-019a0926-24ab-7730-a3d5-3ace2233def4.jsonl,2025-10-21T23:41:26.059Z
parallel tool calls,Session performs repeated sequential read-only shell calls.,sessions/2025/10/22/rollout-2025-10-22T07-58-54-019a0936-22a2-7433-87b1-2066fc157f65.jsonl,2025-10-21T23:58:54.114Z
parallel tool calls,Session performs repeated sequential read-only shell calls.,sessions/2025/10/22/rollout-2025-10-22T08-47-38-019a0962-c1f0-7941-b9bc-b7e9778df845.jsonl,2025-10-22T00:47:38.480Z
parallel tool calls,Session performs repeated sequential read-only shell calls.,sessions/2025/10/22/rollout-2025-10-22T09-35-44-019a098e-ccb4-7ba3-8e35-71ff7c065f9a.jsonl,2025-10-22T01:35:44.820Z
image input/view_image,Task appears image/UI-heavy with no image tool usage.,sessions/2025/10/22/rollout-2025-10-22T09-35-44-019a098e-ccb4-7ba3-8e35-71ff7c065f9a.jsonl,2025-10-22T01:35:44.820Z
parallel tool calls,Session performs repeated sequential read-only shell calls.,sessions/2025/10/23/rollout-2025-10-23T11-05-21-019a0f07-330a-72f1-ac3c-49d16434667d.jsonl,2025-10-23T03:05:21.418Z
request_user_input,Repeated permission/approval friction without explicit user choice collection.,sessions/2025/10/23/rollout-2025-10-23T11-05-21-019a0f07-330a-72f1-ac3c-49d16434667d.jsonl,2025-10-23T03:05:21.418Z
parallel tool calls,Session performs repeated sequential read-only shell calls.,sessions/2025/10/23/rollout-2025-10-23T14-51-58-019a0fd6-ae18-7262-ac84-9fbf3b940646.jsonl,2025-10-23T06:51:58.872Z
planning mode / update_plan,High tool-call complexity with no explicit plan tracking.,sessions/2025/10/23/rollout-2025-10-23T17-12-44-019a1057-8e0b-78e1-923a-71d1b9537598.jsonl,2025-10-23T09:12:44.811Z
parallel tool calls,Session performs repeated sequential read-only shell calls.,sessions/2025/10/24/rollout-2025-10-24T08-23-35-019a1399-7402-7dd1-ba1a-e2d289b784a1.jsonl,2025-10-24T00:23:35.170Z
parallel tool calls,Session performs repeated sequential read-only shell calls.,sessions/2025/10/24/rollout-2025-10-24T14-10-12-019a14d6-cb7f-7350-a060-07cc173b4d6d.jsonl,2025-10-24T06:10:12.479Z
parallel tool calls,Session performs repeated sequential read-only shell calls.,sessions/2025/10/24/rollout-2025-10-24T14-18-21-019a14de-41f0-7752-98c4-43d6498805a1.jsonl,2025-10-24T06:18:21.552Z
parallel tool calls,Session performs repeated sequential read-only shell calls.,sessions/2025/10/24/rollout-2025-10-24T17-15-26-019a1580-6233-75e0-a9fd-6f31b201f1c4.jsonl,2025-10-24T09:15:26.643Z
parallel tool calls,Session performs repeated sequential read-only shell calls.,sessions/2025/10/24/rollout-2025-10-24T17-20-22-019a1584-e473-7a41-8e54-c5d3a7bf177e.jsonl,2025-10-24T09:20:22.131Z
request_user_input,Repeated permission/approval friction without explicit user choice collection.,sessions/2025/10/24/rollout-2025-10-24T17-20-22-019a1584-e473-7a41-8e54-c5d3a7bf177e.jsonl,2025-10-24T09:20:22.131Z
spawn_agents_on_csv / sub-agents,Batch-like task with high call volume and no fan-out delegation.,sessions/2025/10/24/rollout-2025-10-24T17-20-22-019a1584-e473-7a41-8e54-c5d3a7bf177e.jsonl,2025-10-24T09:20:22.131Z
parallel tool calls,Session performs repeated sequential read-only shell calls.,sessions/2025/10/25/rollout-2025-10-25T01-56-57-019a1915-4bc3-7c30-8e13-0c8b365f3b0c.jsonl,2025-10-25T01:56:57.412Z
sub-agents / awaiter,Long-running command executed without delegation/awaiter pattern.,sessions/2025/10/25/rollout-2025-10-25T01-56-57-019a1915-4bc3-7c30-8e13-0c8b365f3b0c.jsonl,2025-10-25T01:56:57.412Z
request_user_input,Repeated permission/approval friction without explicit user choice collection.,sessions/2025/10/25/rollout-2025-10-25T01-56-57-019a1915-4bc3-7c30-8e13-0c8b365f3b0c.jsonl,2025-10-25T01:56:57.412Z
parallel tool calls,Session performs repeated sequential read-only shell calls.,sessions/2025/10/25/rollout-2025-10-25T02-12-17-019a1923-53f5-70e1-a13d-6ade77094955.jsonl,2025-10-25T02:12:17.013Z
planning mode / update_plan,High tool-call complexity with no explicit plan tracking.,sessions/2025/10/25/rollout-2025-10-25T02-12-17-019a1923-53f5-70e1-a13d-6ade77094955.jsonl,2025-10-25T02:12:17.013Z
request_user_input,Repeated permission/approval friction without explicit user choice collection.,sessions/2025/10/25/rollout-2025-10-25T02-12-17-019a1923-53f5-70e1-a13d-6ade77094955.jsonl,2025-10-25T02:12:17.013Z
planning mode / update_plan,High tool-call complexity with no explicit plan tracking.,sessions/2025/10/25/rollout-2025-10-25T02-29-30-019a1933-1859-75c3-9022-499d0b2dcfe6.jsonl,2025-10-25T02:29:30.329Z
request_user_input,Repeated permission/approval friction without explicit user choice collection.,sessions/2025/10/25/rollout-2025-10-25T02-29-30-019a1933-1859-75c3-9022-499d0b2dcfe6.jsonl,2025-10-25T02:29:30.329Z
apply_patch,Multiple shell-based file edits where structured patching could reduce risk.,sessions/2025/10/25/rollout-2025-10-25T02-29-30-019a1933-1859-75c3-9022-499d0b2dcfe6.jsonl,2025-10-25T02:29:30.329Z
planning mode / update_plan,High tool-call complexity with no explicit plan tracking.,sessions/2025/10/25/rollout-2025-10-25T09-54-40-019a1913-337d-7891-9037-786358db04fc.jsonl,2025-10-25T01:54:40.125Z
parallel tool calls,Session performs repeated sequential read-only shell calls.,sessions/2025/10/25/rollout-2025-10-25T11-41-22-019a1974-e567-73a2-9035-fa7bd54d21fa.jsonl,2025-10-25T03:41:22.663Z
request_user_input,Repeated permission/approval friction without explicit user choice collection.,sessions/2025/10/25/rollout-2025-10-25T11-41-22-019a1974-e567-73a2-9035-fa7bd54d21fa.jsonl,2025-10-25T03:41:22.663Z
parallel tool calls,Session performs repeated sequential read-only shell calls.,sessions/2025/10/25/rollout-2025-10-25T18-50-17-019a1afd-92d7-75b0-98de-1851fc1cbc35.jsonl,2025-10-25T10:50:17.175Z
request_user_input,Repeated permission/approval friction without explicit user choice collection.,sessions/2025/10/25/rollout-2025-10-25T18-50-17-019a1afd-92d7-75b0-98de-1851fc1cbc35.jsonl,2025-10-25T10:50:17.175Z
